NRO_VEC_COB;ESTADO_PDP;NRO_CUOTAS;MES;MES_1;MES_2;HORA;RESULTADOLLAMADA;DEUDA_TOTAL;ESTATUS;ACTIVACION;TIPOCONTACTO;MORA
>10;0;<=24;Marzo;217.65;576.22;7;MCT  Msj Con Terceros;1702.91;BT;2012;CNE;1
>10;1;<24, 48];Marzo;512.51;0;18;MCT  Msj Con Terceros;2749.39;BT;2011;CNE;0
<=10;0;<24, 48];Marzo;224.19;438.37;18;MCF  Msj Con Familiar;3980.48;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;0;8;TELF. NO CORRESPONDE;15841.3;BT;2013;CNE;1
>10;1;<24, 48];Marzo;1703.96;0;7;MCT  Msj Con Terceros;3706.01;BT;2010;CNE;0
<=10;0;<24, 48];Marzo;0;555.59;10;PDP  Promesa De Pago;33517.9;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;363.6;0;16;MCT  Msj Con Terceros;8727.22;BT;2013;CNE;1
<=10;0;>48;Marzo;0;0;8;TELF. NO CORRESPONDE;31939.8;BT;2013;CNE;1
<=10;0;<=24;Marzo;0;0;10;MCT  Msj Con Terceros;2014.29;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;593.56;0;17;MCT  Msj Con Terceros;15096.1;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;1106.44;0;15;MCF  Msj Con Familiar;6824.58;BT;2013;CNE;1
>10;0;>48;Marzo;651.72;647.13;16;TELF. NO CORRESPONDE;15821.6;BT;2012;CNE;1
>10;0;<24, 48];Marzo;2544.98;0;17;TELF. NO CORRESPONDE;45445.6;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;441.37;590.06;19;MCF  Msj Con Familiar;3089.75;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;830.12;1250.94;14;MCT  Msj Con Terceros;6437.51;BT;2012;CNE;1
>10;0;<24, 48];Marzo;277.38;277.75;9;MCT  Msj Con Terceros;1116.02;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;545.04;0;10;PDP  Promesa De Pago;16081;BT;2013;CEF;1
>10;0;<24, 48];Marzo;1660.56;0;11;MCF  Msj Con Familiar;12557.6;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;0;0;8;PDP  Promesa De Pago;1455.62;BT;2013;CEF;1
<=10;0;>48;Marzo;2875.39;0;10;CIH  Generar Cita;29828.2;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;669.13;0;7;MCT  Msj Con Terceros;18246.7;BT;2013;CNE;1
>10;1;<24, 48];Marzo;0;0;8;MCF  Msj Con Familiar;24879.3;BT;2011;CNE;0
<=10;0;<24, 48];Marzo;731.84;1483.76;9;PDP  Promesa De Pago;14060;BT;2013;CEF;1
>10;0;>48;Marzo;591.08;0;15;MCT  Msj Con Terceros;2982.15;BT;2010;CNE;1
>10;0;<24, 48];Marzo;550.12;0;7;TAT sin contacto con Titular;995.87;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;0;0;19;PDP  Promesa De Pago;8605.82;BT;2013;CEF;1
>10;0;>48;Marzo;1676.92;0;10;PAR  Promesa Parcial;17584.9;BT;2012;CEF;0
<=10;0;<24, 48];Marzo;502.21;252.1;7;TELF. NO CORRESPONDE;4689.24;BT;2013;CNE;1
>10;0;<24, 48];Marzo;106.75;0;9;TELF. NO CORRESPONDE;1494.83;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;798.64;798.78;12;MCF  Msj Con Familiar;22532.5;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;368.58;11;TELF. NO CORRESPONDE;8796.02;BT;2012;CNE;1
>10;0;>48;Marzo;539.08;0;16;MCF  Msj Con Familiar;6928.01;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;167.42;0;10;MCF  Msj Con Familiar;1054.4;BT;2012;CNE;1
>10;0;<24, 48];Marzo;45.14;171.75;8;MCF  Msj Con Familiar;2058.38;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;1023.04;0;12;MCT  Msj Con Terceros;4518.66;BT;2012;CNE;0
<=10;0;>48;Marzo;705.06;0;18;MCT  Msj Con Terceros;4503.98;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;0;0;8;MCF  Msj Con Familiar;1068.34;BT;2011;CNE;1
>10;0;<24, 48];Marzo;0;0;9;MCF  Msj Con Familiar;2003.66;BT;2011;CNE;0
>10;0;<24, 48];Marzo;0;0;7;PDP  Promesa De Pago;10541.6;BT;2013;CEF;1
>10;0;<24, 48];Marzo;605.15;0;7;PDP  Promesa De Pago;5825.57;BT;2011;CEF;1
<=10;0;<24, 48];Marzo;691.09;342.64;17;TAT  Tratamiento al Titu;5444.67;BT;2011;CEF;1
<=10;0;<24, 48];Marzo;356.27;0;18;MCT  Msj Con Terceros;9133.78;BT;2013;CNE;1
<=10;0;>48;Marzo;2664.45;0;7;MCF  Msj Con Familiar;75805.7;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;735.03;0;17;CIH  Generar Cita;6723.01;BT;2013;CNE;1
<=10;0;>48;Marzo;1599.98;0;19;TELF. NO CORRESPONDE;65399.6;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;154.56;0;10;MCT  Msj Con Terceros;9354.18;BT;2013;CNE;1
<=10;0;>48;Marzo;0;0;14;MCO  Msj Con Conyuge;79984;BT;2013;CEF;1
<=10;0;<=24;Marzo;0;0;20;TELF. NO CORRESPONDE;596.8;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;949.67;0;9;MCF  Msj Con Familiar;11678.8;BT;2013;CNE;1
>10;0;<24, 48];Marzo;414.17;0;17;MCF  Msj Con Familiar;10773.1;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;0;0;15;MCF  Msj Con Familiar;23196.1;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;1800.96;14.96;7;PDP  Promesa De Pago;24058.2;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;914.12;1335.95;10;MCT  Msj Con Terceros;7283.62;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;2381.5;0;8;MCT  Msj Con Terceros;56054.6;BT;2012;CNE;1
>10;0;<24, 48];Marzo;0;0;15;MCT  Msj Con Terceros;7707.76;BT;2012;CNE;1
>10;0;<24, 48];Marzo;519.64;0;13;CAN  Cliente Cancelo;4485.5;BT;2011;CNE;1
>10;0;<24, 48];Marzo;115.6;0;10;TELF. NO CORRESPONDE;3479.68;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;0;0;7;MCT  Msj Con Terceros;35309.5;BT;2012;CNE;1
<=10;1;>48;Marzo;1577.24;0;7;MCT  Msj Con Terceros;24049.2;BT;2013;CNE;1
<=10;0;>48;Marzo;1158.27;0;13;TAT  Tratamiento al Titu;23936.3;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;203.04;408.11;10;TELF. NO CORRESPONDE;2075.28;BT;2011;CNE;1
<=10;0;>48;Marzo;0;0;13;MCT  Msj Con Terceros;1395.39;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;129.98;0;9;MCT  Msj Con Terceros;2560.35;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;875.9;0;16;MCS  Msj Con Secretaria;10432.6;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;1.65;0;20;MCT  Msj Con Terceros;24366.8;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;0;9;MCC  Msj Con Comp De Trab;4952.82;BT;2013;CNE;1
>10;0;>48;Marzo;298.47;607.12;9;MCF  Msj Con Familiar;6076.7;BT;2011;CNE;0
<=10;0;<24, 48];Marzo;1395.63;0;10;MCT  Msj Con Terceros;18791.3;BT;2013;CNE;1
>10;0;>48;Marzo;129.03;0;11;PDP  Promesa De Pago;7603.85;BT;2011;CEF;1
<=10;0;<24, 48];Marzo;0;760.64;11;PDP  Promesa De Pago;7132.39;BT;2011;CEF;1
<=10;0;<24, 48];Marzo;2233.55;0;9;CIH  Generar Cita;23830.1;BT;2013;CNE;0
<=10;0;<=24;Marzo;2619.93;0;18;MCF  Msj Con Familiar;12836.3;BT;2013;CNE;0
<=10;0;>48;Marzo;2320.01;0;17;MCF  Msj Con Familiar;22118.5;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;0;0;10;PDP  Promesa De Pago;7052.26;BT;2012;CEF;1
>10;0;<24, 48];Marzo;0;0;12;PDP  Promesa De Pago;8405.03;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;589.14;0;13;PDP  Promesa De Pago;20360.2;BT;2013;CEF;1
>10;0;<24, 48];Marzo;1235.24;1235.24;10;PDP  Promesa De Pago;28007.8;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;0;0;10;PAR  Promesa Parcial;5966.64;BT;2012;CEF;0
>10;0;>48;Marzo;498.66;500.84;12;MCT  Msj Con Terceros;3578.17;BT;2010;CNE;1
<=10;0;<24, 48];Marzo;235.11;0;8;PDP  Promesa De Pago;3835.56;BT;2013;CEF;1
>10;0;<24, 48];Marzo;1091.4;0;13;MCT  Msj Con Terceros;1061.26;BT;2011;CNE;0
<=10;0;>48;Marzo;1772.25;768.78;11;TAT  Tratamiento al Titu;59955.7;BT;2012;CEF;1
>10;0;<24, 48];Marzo;0;0;9;MCT  Msj Con Terceros;34508.4;BT;2012;CNE;1
<=10;1;<24, 48];Marzo;1540.15;0;7;MCF  Msj Con Familiar;14653.4;BT;2013;CNE;0
>10;0;<24, 48];Marzo;709.29;0;12;MCT  Msj Con Terceros;4324.86;BT;2012;CNE;0
<=10;0;>48;Marzo;1771.29;2369.45;14;TELF. NO CORRESPONDE;6536.52;BT;2010;CNE;1
<=10;0;<24, 48];Marzo;2354.63;1535.19;11;TELF. NO CORRESPONDE;14667.6;BT;2011;CNE;0
>10;0;<24, 48];Marzo;202.66;302.38;19;MCT  Msj Con Terceros;1192.71;BT;2011;CNE;0
>10;0;<24, 48];Marzo;26.86;75.19;10;MCT  Msj Con Terceros;4395.65;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;476.95;0;9;PDP  Promesa De Pago;8983.36;BT;2013;CEF;1
>10;0;<24, 48];Marzo;868.49;0;9;TELF. NO CORRESPONDE;12859.9;BT;2012;CNE;1
<=10;0;>48;Marzo;524.46;524.52;10;MCT  Msj Con Terceros;15206.3;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;257.65;0;14;MCE  Msj Con Empleada;6183.82;BT;2013;CNE;1
>10;0;<24, 48];Marzo;0;0;12;PDP  Promesa De Pago;2070.1;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;588.01;588.01;7;TELF. NO CORRESPONDE;7968.49;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;566.39;0;12;MCC  Msj Con Comp De Trab;7961.02;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;1233.74;0;14;TELF. NO CORRESPONDE;2943.9;BT;2010;CNE;1
<=10;0;<=24;Marzo;0;0;15;TAT  Tratamiento al Titu;1991.59;BT;2013;CEF;1
<=10;1;<24, 48];Marzo;1304.93;0;9;MCO  Msj Con Conyuge;14068.4;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;467.19;0;12;MCV  Msj Con Vecino;1003.85;BT;2011;CNE;0
<=10;0;<24, 48];Marzo;408.46;0;13;MCF  Msj Con Familiar;4696.53;BT;2013;CNE;1
<=10;0;<=24;Marzo;691.71;334.52;16;MCT  Msj Con Terceros;1312.33;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;888.84;0;9;MCT  Msj Con Terceros;13619.6;BT;2012;CNE;1
>10;0;<24, 48];Marzo;683.5;1035.11;19;MCT  Msj Con Terceros;6556.38;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;829.71;0;9;MCT  Msj Con Terceros;8761.41;BT;2013;CNE;1
>10;0;>48;Marzo;0.09;245.88;18;TELF. NO CORRESPONDE;5410.92;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;35.81;197.9;18;MCF  Msj Con Familiar;2081.74;BT;2012;CNE;1
<=10;1;>48;Marzo;838.11;0;11;MCT  Msj Con Terceros;20596;BT;2012;CNE;1
>10;0;>48;Marzo;773.79;763.44;10;TAT  Tratamiento al Titu;14122.1;BT;2011;CEF;1
<=10;0;<24, 48];Marzo;571.3;655.2;14;PDP  Promesa De Pago;10848.8;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;505.67;0;8;PDP  Promesa De Pago;10670.5;BT;2013;CEF;1
>10;0;<24, 48];Marzo;138.43;138.43;10;TAT  Tratamiento al Titu;4575.27;BT;2011;CEF;1
>10;0;<24, 48];Marzo;1758.96;0;11;MCT  Msj Con Terceros;3556.54;BT;2010;CNE;0
>10;0;>48;Marzo;513.27;513.16;10;PDP  Promesa De Pago;9478.07;BT;2012;CEF;1
<=10;0;<=24;Marzo;2150.4;0;9;MCT  Msj Con Terceros;3212.67;BT;2013;CNE;0
>10;0;>48;Marzo;1.89;917.11;11;TELF. NO CORRESPONDE;33290;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;0;0;10;PDP  Promesa De Pago;24115.7;BT;2012;CEF;1
>10;0;>48;Marzo;187.46;375.26;16;TELF. NO CORRESPONDE;3027.57;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;0;0;7;PAR  Promesa Parcial;5624;BT;2012;CEF;1
<=10;0;<=24;Marzo;283.38;0;17;MCT  Msj Con Terceros;1597.53;BT;2013;CNE;0
<=10;0;>48;Marzo;0;0;8;MCT  Msj Con Terceros;14307.2;BT;2012;CNE;0
<=10;0;<=24;Marzo;835.87;0;8;CAN  Cliente Cancelo;2311.76;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;0;0;14;IPT  Inbound PDP Total;9173.84;BT;2011;CEF;1
<=10;0;>48;Marzo;610.55;610.55;14;MCF  Msj Con Familiar;13983.5;BT;2012;CNE;1
<=10;0;>48;Marzo;0;0;20;TELF. NO CORRESPONDE;5096.72;BT;2010;CNE;1
>10;0;>48;Marzo;0;0;13;TELF. NO CORRESPONDE;5505.87;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;994.91;0;9;TELF. NO CORRESPONDE;5603.81;BT;2013;CNE;0
>10;0;>48;Marzo;313.66;0;8;TELF. NO CORRESPONDE;787.39;BT;2010;CNE;1
<=10;0;<=24;Marzo;270.02;0;13;TELF. NO CORRESPONDE;812.93;BT;2012;CNE;1
>10;0;<24, 48];Marzo;712.04;0;10;TELF. NO CORRESPONDE;3347.97;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;0;0;8;PDP  Promesa De Pago;18350.9;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;3.67;383.3;11;PDP  Promesa De Pago;56007.5;BT;2012;CEF;1
<=10;0;>48;Marzo;0;0;18;PDP  Promesa De Pago;14293.5;BT;2012;CEF;1
<=10;0;>48;Marzo;1071.35;1071.35;16;MCT  Msj Con Terceros;7285;BT;2011;CNE;1
>10;0;<24, 48];Marzo;363.43;0;18;MCT  Msj Con Terceros;7633.76;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;0;53.03;11;MCF  Msj Con Familiar;15235.5;BT;2012;CNE;1
<=10;0;>48;Marzo;2259.79;0;8;PDP  Promesa De Pago;70766.4;BT;2013;CEF;1
>10;0;<24, 48];Marzo;1214.23;270.14;15;TELF. NO CORRESPONDE;8287.14;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;736.74;0;10;TAT  Tratamiento al Titu;15601.2;BT;2012;CEF;1
<=10;0;>48;Marzo;1048.31;0;11;TAT  Tratamiento al Titu;26740.2;BT;2012;CEF;0
<=10;0;<24, 48];Marzo;0;0;14;PDP  Promesa De Pago;25107.4;BT;2012;CEF;0
<=10;0;<24, 48];Marzo;0;0;14;PAR  Promesa Parcial;1062.82;BT;2011;CEF;1
<=10;0;<24, 48];Marzo;499.09;0;7;PDP  Promesa De Pago;13069.8;BT;2014;CEF;1
<=10;0;<24, 48];Marzo;2873.5;0;8;MCT  Msj Con Terceros;20278.3;BT;2013;CNE;0
>10;0;>48;Marzo;0;0;11;PDP  Promesa De Pago;9407.03;BT;2012;CEF;1
>10;0;<24, 48];Marzo;1208.92;0;7;MCT  Msj Con Terceros;3212.57;BT;2011;CNE;0
<=10;0;>48;Marzo;2396.91;1291.59;7;PDP  Promesa De Pago;49478.2;BT;2012;CEF;1
<=10;0;>48;Marzo;1472.6;0;10;MCO  Msj Con Conyuge;15544.5;BT;2012;CEF;1
<=10;0;>48;Marzo;649.99;0;15;MCT  Msj Con Terceros;79570.6;BT;2013;CNE;1
>10;0;<24, 48];Marzo;0.58;413.51;14;MCT  Msj Con Terceros;3268.84;BT;2011;CNE;1
>10;0;<24, 48];Marzo;235.75;271.57;15;MCF  Msj Con Familiar;2571.86;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;1698.37;846.05;14;MCT  Msj Con Terceros;21930.1;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;756.73;0;14;MCF  Msj Con Familiar;16801.9;BT;2013;CNE;1
>10;0;<24, 48];Marzo;74.87;250.77;19;MCC  Msj Con Comp De Trab;3797.1;BT;2012;CNE;1
<=10;0;>48;Marzo;1125.19;96.25;13;TELF. NO CORRESPONDE;12144.6;BT;2012;CNE;1
<=10;0;<=24;Marzo;0;0;9;MCT  Msj Con Terceros;863.48;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;328.49;493.61;9;MCF  Msj Con Familiar;3544.89;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;0;0;7;MCT  Msj Con Terceros;16983.8;BT;2014;CNE;1
<=10;0;<24, 48];Marzo;0;0;11;MCT  Msj Con Terceros;9904.8;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;72.96;0;10;TELF. NO CORRESPONDE;5019.99;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;0;12;MCF  Msj Con Familiar;18313.8;BT;2012;CNE;1
>10;0;<24, 48];Marzo;135.53;0;9;TELF. NO CORRESPONDE;10240.5;BT;2012;CNE;0
<=10;0;>48;Marzo;4619.45;0;8;TELF. NO CORRESPONDE;31361.6;BT;2011;CNE;0
<=10;0;<24, 48];Marzo;0;0;8;TELF. NO CORRESPONDE;7811.9;BT;2013;CNE;1
>10;0;<24, 48];Marzo;332.75;0;14;TELF. NO CORRESPONDE;3049.09;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;286.27;174.29;12;TELF. NO CORRESPONDE;5183.4;BT;2013;CNE;1
>10;0;>48;Marzo;228.11;0;11;TELF. NO CORRESPONDE;25413.3;BT;2012;CNE;1
<=10;0;>48;Marzo;200.4;0;18;MCC  Msj Con Comp De Trab;5443.95;BT;2013;CNE;1
<=10;0;>48;Marzo;0;0;7;PDP  Promesa De Pago;39613.2;BT;2011;CEF;1
<=10;0;>48;Marzo;0;0;18;MCT  Msj Con Terceros;39098.4;BT;2011;CNE;1
<=10;0;>48;Marzo;0;0;11;PDP  Promesa De Pago;9552;BT;2013;CEF;1
<=10;0;>48;Marzo;0;0;16;MCO  Msj Con Conyuge;7362.74;BT;2012;CEF;1
>10;0;>48;Marzo;192.45;307.09;11;MCT  Msj Con Terceros;668.52;BT;2010;CNE;1
<=10;0;>48;Marzo;0;0;20;TAT  Tratamiento al Titu;10342.9;BT;2011;CEF;1
<=10;0;>48;Marzo;0;1710.42;18;PDP  Promesa De Pago;53983.6;BT;2012;CEF;1
<=10;0;<=24;Marzo;0;0;7;PDP  Promesa De Pago;4275.32;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;0;0;8;MCT  Msj Con Terceros;771.22;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;1070.63;0;12;MCT  Msj Con Terceros;34997.1;BT;2013;CNE;1
>10;0;<24, 48];Marzo;372.39;0;16;MCT  Msj Con Terceros;646.6;BT;2010;CNE;1
<=10;1;<24, 48];Marzo;514.75;773.75;15;MCO  Msj Con Conyuge;4536.67;BT;2013;CEF;1
<=10;0;>48;Marzo;527.5;0;8;PDP  Promesa De Pago;17127.8;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;1180.57;0;10;MCT  Msj Con Terceros;6016.99;BT;2013;CNE;0
>10;0;<24, 48];Marzo;146.61;0;20;MCT  Msj Con Terceros;3258.22;BT;2012;CNE;1
<=10;0;<=24;Marzo;1455.17;0;8;MCT  Msj Con Terceros;2197.52;BT;2013;CNE;0
<=10;0;<=24;Marzo;449.8;0;7;MCF  Msj Con Familiar;3881.14;BT;2014;CNE;1
<=10;0;<24, 48];Marzo;577.07;577.28;10;PDP  Promesa De Pago;10810.1;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;0;502.02;19;PDP  Promesa De Pago;10269.6;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;420.87;420.87;13;MCT  Msj Con Terceros;7379.69;BT;2013;CNE;1
<=10;0;>48;Marzo;528.05;528.05;12;MCF  Msj Con Familiar;15535.3;BT;2014;CNE;1
<=10;0;<24, 48];Marzo;0;0;8;TELF. NO CORRESPONDE;11890.8;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;576.18;0;9;MCT  Msj Con Terceros;7206.27;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;682.79;0;10;PDP  Promesa De Pago;22298.7;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;915.81;0;8;TELF. NO CORRESPONDE;23938.5;BT;2014;CNE;1
>10;0;<24, 48];Marzo;1877.78;0;20;TELF. NO CORRESPONDE;10923.6;BT;2011;CNE;0
<=10;0;<24, 48];Marzo;382.97;0;19;TELF. NO CORRESPONDE;9655.48;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;129.97;243.12;15;TELF. NO CORRESPONDE;922.63;BT;2011;CNE;1
<=10;0;>48;Marzo;799.9;798.4;8;MCT  Msj Con Terceros;23021.1;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;0;12;PDP  Promesa De Pago;18037.7;BT;2012;CEF;1
>10;0;<24, 48];Marzo;546.79;359.27;7;PDP  Promesa De Pago;12873.1;BT;2012;CEF;1
<=10;0;>48;Marzo;0;0;15;MCT  Msj Con Terceros;16382.7;BT;2012;CNE;1
<=10;0;>48;Marzo;0;0;9;TAT  Tratamiento al Titu;14936.7;BT;2012;CEF;1
<=10;0;>48;Marzo;0;0;11;MCT  Msj Con Terceros;25652.5;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;0;0;7;PDP  Promesa De Pago;17499.7;BT;2013;CEF;1
>10;0;<24, 48];Marzo;549.28;0;10;MCT  Msj Con Terceros;7115.31;BT;2012;CNE;1
>10;0;<24, 48];Marzo;660.16;0;8;PDP  Promesa De Pago;11580.4;BT;2011;CEF;1
<=10;0;<24, 48];Marzo;0;313.94;10;MCT  Msj Con Terceros;1036.03;BT;2012;CNE;1
<=10;0;>48;Marzo;0;0;9;PDP  Promesa De Pago;20845.1;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;520.93;0;14;TELF. NO CORRESPONDE;12924.6;BT;2013;CNE;1
<=10;0;>48;Marzo;471.24;469.11;8;TAT  Tratamiento al Titu;10499.2;BT;2012;CEF;1
<=10;0;<=24;Marzo;947.7;254.66;9;PDP  Promesa De Pago;15529.2;BT;2013;CEF;1
<=10;1;>48;Marzo;116.66;0;17;TELF. NO CORRESPONDE;30473.8;BT;2012;CNE;1
<=10;0;>48;Marzo;715.91;0;9;PDP  Promesa De Pago;17882;BT;2012;CEF;1
<=10;1;<24, 48];Marzo;617.88;928.66;13;MCT  Msj Con Terceros;2731.08;BT;2011;CNE;1
<=10;0;>48;Marzo;652.42;0;11;MCF  Msj Con Familiar;39614.5;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;391.53;0;11;TELF. NO CORRESPONDE;8166.25;BT;2013;CNE;1
<=10;0;<=24;Marzo;2360.9;0;12;MCT  Msj Con Terceros;8136.67;BT;2013;CNE;0
>10;0;<24, 48];Marzo;10.27;0;18;MCF  Msj Con Familiar;3755.87;BT;2010;CNE;1
<=10;0;<24, 48];Marzo;1561.11;0;11;MCF  Msj Con Familiar;13205.8;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;3748.38;0;19;MCF  Msj Con Familiar;48283.8;BT;2012;CNE;1
>10;0;<24, 48];Marzo;41.9;7.47;11;MCT  Msj Con Terceros;4415.79;BT;2012;CNE;1
<=10;0;>48;Marzo;0;0;15;MCT  Msj Con Terceros;18761.1;BT;2013;CNE;1
<=10;0;<=24;Marzo;0;0;11;PDP  Promesa De Pago;1853.96;BT;2013;CEF;1
<=10;0;<=24;Marzo;839.46;0;14;TELF. NO CORRESPONDE;4048.98;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;0;0;8;MCT  Msj Con Terceros;29967.7;BT;2013;CNE;1
<=10;0;>48;Marzo;0;0;9;PDP  Promesa De Pago;29267.4;BT;2013;CEF;1
>10;0;>48;Marzo;1015.61;0;8;PDP  Promesa De Pago;50549;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;231.09;462.42;14;MCF  Msj Con Familiar;5660.23;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;139.06;0;8;MCT  Msj Con Terceros;32754.5;BT;2014;CNE;1
<=10;0;<24, 48];Marzo;122.25;0;15;MCF  Msj Con Familiar;17452.1;BT;2013;CNE;1
<=10;0;>48;Marzo;1181.72;591.15;16;MCT  Msj Con Terceros;16949;BT;2013;CNE;1
<=10;0;>48;Marzo;1120.94;0;9;TELF. NO CORRESPONDE;15644.6;BT;2013;CNE;1
>10;0;<24, 48];Marzo;337.46;0;16;MCT  Msj Con Terceros;7695.46;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;1569.4;0;12;TAT  Tratamiento al Titu;6841.19;BT;2010;CEF;0
<=10;0;<24, 48];Marzo;529.15;0;11;CIH  Generar Cita;14244;BT;2013;CNE;1
>10;0;<24, 48];Marzo;685.96;0;11;MCT  Msj Con Terceros;11329.6;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;0;0;13;PDP  Promesa De Pago;42954.8;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;0;0;7;MCF  Msj Con Familiar;4295.95;BT;2011;CNE;0
<=10;0;<=24;Marzo;0;0;20;MCT  Msj Con Terceros;2237.18;BT;2013;CNE;0
>10;0;<24, 48];Marzo;0;0;16;PAR  Promesa Parcial;15917.4;BT;2012;CEF;0
>10;0;>48;Marzo;143.78;289.07;9;MCT  Msj Con Terceros;2770.73;BT;2012;CNE;1
>10;0;<24, 48];Marzo;0;0;9;MCT  Msj Con Terceros;21053.3;BT;2012;CNE;1
<=10;0;>48;Marzo;2232.82;0;7;MCF  Msj Con Familiar;16228.6;BT;2012;CNE;0
>10;0;<24, 48];Marzo;1421.85;0;12;MCV  Msj Con Vecino;8503.16;BT;2011;CNE;0
<=10;1;<24, 48];Marzo;1050.17;1567.2;13;PDP  Promesa De Pago;5814.53;BT;2012;CEF;0
>10;0;<24, 48];Marzo;1247.59;1249.03;8;TAT  Tratamiento al Titu;19612.6;BT;2011;CEF;1
>10;0;<24, 48];Marzo;1391.33;0;20;MCT  Msj Con Terceros;6564.5;BT;2011;CNE;0
<=10;0;<=24;Marzo;1543.87;1536.51;9;MCT  Msj Con Terceros;11800.1;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;0;0;14;MCF  Msj Con Familiar;19080.6;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;516.01;640.42;14;MCT  Msj Con Terceros;11257.1;BT;2013;CNE;1
<=10;0;>48;Marzo;161.81;0;18;MCT  Msj Con Terceros;23444.5;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;304.3;305.19;9;MCT  Msj Con Terceros;6561.41;BT;2013;CNE;1
<=10;0;<=24;Marzo;564.23;0;12;TELF. NO CORRESPONDE;3592.69;BT;2013;CNE;0
