edad;trabajo;est.civ;educacion;mora;balance;vivienda;prestamo;contacto;dia;mes;duracion;campana;pdias;previo;presultado;suscrito
38;Ejecutivo;Soltero;Superior;no;35;si;no;celular;17;abril;156;1;273;3;fracaso;no
80;Retirado;Casado;secundaria;no;8304;no;no;teléfono;6;abril;681;1;118;11;éxito;no
37;Servis;Casado;secundaria;no;4760;si;no;celular;20;Noviembre;187;2;-1;0;desconocido;no
44;Ejecutivo;Soltero;Superior;no;-1313;si;si;celular;15;Mayo;104;10;-1;0;desconocido;no
33;Obrero;Soltero;secundaria;no;697;no;no;celular;6;Febrero;860;2;-1;0;desconocido;si
53;Tecnico;Casado;secundaria;no;230;no;si;celular;13;Agosto;112;2;-1;0;desconocido;no
69;Retirado;Casado;Superior;no;473;no;no;celular;7;Julio;112;1;78;1;fracaso;no
46;Tecnico;Casado;secundaria;no;1427;si;no;desconocido;14;Mayo;32;3;-1;0;desconocido;no
30;Ejecutivo;Soltero;Superior;no;201;si;no;celular;17;Marzo;325;2;-1;0;desconocido;si
31;Independientes;Soltero;secundaria;no;1086;no;no;celular;20;Noviembre;410;1;-1;0;desconocido;no
38;Ejecutivo;Divorciado;Superior;no;4335;si;no;celular;20;Noviembre;640;1;-1;0;desconocido;no
34;Servis;Divorciado;secundaria;no;44;no;no;desconocido;9;Junio;118;1;-1;0;desconocido;no
48;desconocido;Casado;desconocido;no;286;no;no;celular;30;Julio;166;2;-1;0;desconocido;no
46;Obrero;Divorciado;primaria;no;216;no;no;celular;2;Febrero;173;1;-1;0;desconocido;no
42;admin.;Casado;secundaria;no;214;si;no;desconocido;28;Mayo;21;24;-1;0;desconocido;no
41;Obrero;Casado;secundaria;no;343;si;no;desconocido;14;Mayo;89;7;-1;0;desconocido;no
33;Obrero;Casado;secundaria;no;-77;si;no;celular;28;Julio;151;3;-1;0;desconocido;no
39;Obrero;Casado;primaria;no;1046;no;no;desconocido;19;Junio;112;4;-1;0;desconocido;no
27;Estudiante;Soltero;secundaria;no;1566;no;no;celular;30;Enero;164;5;-1;0;desconocido;no
26;Ejecutivo;Soltero;Superior;no;592;no;no;teléfono;29;Enero;145;2;164;1;otro;no
38;Ejecutivo;Soltero;Superior;no;104;si;no;celular;6;Mayo;606;3;-1;0;desconocido;si
48;Obrero;Casado;secundaria;no;0;si;no;desconocido;26;Mayo;105;1;-1;0;desconocido;no
54;Servis;Casado;secundaria;no;-22;no;si;celular;9;Julio;85;1;-1;0;desconocido;no
51;Servis;Casado;secundaria;no;0;no;no;celular;18;Julio;439;3;-1;0;desconocido;no
47;Tecnico;Casado;secundaria;no;72;no;no;desconocido;29;Mayo;278;1;-1;0;desconocido;no
53;Tecnico;Casado;secundaria;no;100;no;no;celular;13;Agosto;205;4;-1;0;desconocido;no
35;Obrero;Casado;primaria;no;319;si;no;celular;16;Julio;221;1;-1;0;desconocido;no
58;Ejecutivo;Casado;Superior;no;9339;si;no;teléfono;18;Noviembre;52;3;172;3;otro;no
52;Ejecutivo;Divorciado;Superior;no;50;si;no;desconocido;12;Junio;84;3;-1;0;desconocido;no
57;Retirado;Casado;secundaria;si;32;si;no;celular;15;Mayo;476;3;-1;0;desconocido;no
52;Ejecutivo;Casado;Superior;no;6922;no;no;celular;20;Noviembre;371;1;-1;0;desconocido;no
35;Ejecutivo;Soltero;Superior;no;633;si;no;celular;17;abril;128;3;-1;0;desconocido;no
48;Tecnico;Casado;secundaria;no;4265;si;no;desconocido;13;Mayo;220;2;-1;0;desconocido;no
46;empresario;Casado;Superior;no;2262;no;no;teléfono;14;Julio;44;14;-1;0;desconocido;no
39;Servis;Casado;secundaria;no;1970;si;no;desconocido;8;Junio;30;1;404;2;éxito;no
38;Independientes;Divorciado;Superior;no;1513;no;no;celular;7;Mayo;330;1;342;1;fracaso;no
34;empresario;Casado;secundaria;no;4659;si;no;desconocido;30;Agosto;28;1;-1;0;desconocido;no
47;empresario;Casado;primaria;no;668;no;no;celular;12;Mayo;908;1;-1;0;desconocido;no
35;Ejecutivo;Divorciado;Superior;no;649;no;no;celular;16;abril;177;1;-1;0;desconocido;no
46;Obrero;Divorciado;primaria;no;452;si;no;desconocido;9;Mayo;113;4;-1;0;desconocido;no
27;admin.;Soltero;secundaria;no;-145;si;no;teléfono;15;Mayo;289;8;-1;0;desconocido;no
31;Obrero;Casado;secundaria;no;-498;si;no;celular;21;Julio;357;1;-1;0;desconocido;no
31;Ejecutivo;Soltero;Superior;no;0;no;no;celular;28;Agosto;38;16;-1;0;desconocido;no
46;admin.;Casado;secundaria;no;22;si;no;celular;7;Agosto;414;4;-1;0;desconocido;no
31;admin.;Casado;secundaria;no;2304;si;no;celular;20;Noviembre;257;2;-1;0;desconocido;no
33;Ejecutivo;Casado;Superior;no;1412;si;no;desconocido;19;Agosto;480;1;-1;0;desconocido;si
42;Emple_hogar;Casado;primaria;no;145;no;no;celular;20;Agosto;252;2;-1;0;desconocido;no
33;Ejecutivo;Soltero;primaria;no;4897;si;no;desconocido;20;Mayo;151;1;-1;0;desconocido;no
40;Emple_hogar;Casado;primaria;no;1832;no;no;celular;6;Febrero;213;4;-1;0;desconocido;no
51;Obrero;Casado;primaria;no;3726;no;si;celular;27;Agosto;119;12;-1;0;desconocido;no
31;Desempleado;Casado;Superior;no;591;no;no;celular;21;Noviembre;161;2;-1;0;desconocido;no
62;Retirado;Divorciado;Superior;no;0;no;no;celular;13;Noviembre;227;2;-1;0;desconocido;si
24;Estudiante;Soltero;secundaria;no;508;si;no;teléfono;18;Mayo;12;3;374;1;otro;no
48;Desempleado;Casado;secundaria;no;817;no;no;celular;14;Enero;517;1;282;4;éxito;si
41;Tecnico;Divorciado;secundaria;no;348;si;no;celular;7;Mayo;225;2;275;2;fracaso;no
43;Ejecutivo;Casado;Superior;no;291;si;no;desconocido;9;Mayo;150;2;-1;0;desconocido;no
52;Tecnico;Casado;secundaria;no;3554;no;si;celular;8;Julio;89;1;-1;0;desconocido;no
54;Obrero;Casado;primaria;no;781;si;no;desconocido;9;Mayo;103;2;-1;0;desconocido;no
32;Tecnico;Divorciado;Superior;no;267;no;no;celular;26;Mayo;128;1;-1;0;desconocido;no
38;Obrero;Casado;primaria;no;1327;si;no;celular;20;Noviembre;277;1;-1;0;desconocido;no
41;admin.;Casado;primaria;no;-306;si;no;desconocido;15;Mayo;500;1;-1;0;desconocido;si
31;Obrero;Soltero;primaria;no;864;si;no;teléfono;14;Mayo;113;2;-1;0;desconocido;no
35;Emple_hogar;Casado;Superior;no;1265;si;no;celular;15;Mayo;326;5;179;4;fracaso;si
26;admin.;Casado;secundaria;no;0;no;no;desconocido;27;Mayo;755;1;-1;0;desconocido;no
52;Tecnico;Casado;Superior;no;214;no;no;celular;29;Agosto;161;3;-1;0;desconocido;no
58;Retirado;Casado;secundaria;no;425;si;si;celular;17;Noviembre;100;1;-1;0;desconocido;no
57;Emple_hogar;Casado;Superior;no;3;no;no;celular;4;Agosto;142;2;-1;0;desconocido;no
34;Ejecutivo;Casado;Superior;no;0;si;no;desconocido;8;Mayo;214;2;-1;0;desconocido;no
59;Obrero;Casado;primaria;no;0;no;no;celular;18;Noviembre;167;2;-1;0;desconocido;no
27;Tecnico;Soltero;secundaria;no;282;no;si;celular;9;Julio;676;5;-1;0;desconocido;no
42;empresario;Casado;Superior;no;0;no;no;celular;9;Julio;236;1;-1;0;desconocido;no
47;Emple_hogar;Soltero;Superior;no;3727;no;no;desconocido;12;Junio;993;6;-1;0;desconocido;si
33;Obrero;Casado;secundaria;no;0;si;si;celular;28;Julio;83;12;-1;0;desconocido;no
31;Servis;Soltero;secundaria;no;864;si;no;celular;6;Mayo;100;1;-1;0;desconocido;no
37;Ejecutivo;Casado;Superior;no;4089;si;no;celular;2;Febrero;289;2;174;4;otro;si
29;Obrero;Casado;secundaria;no;-478;no;si;celular;8;Julio;528;2;-1;0;desconocido;no
38;Desempleado;Casado;primaria;no;-363;no;no;desconocido;12;Junio;340;2;-1;0;desconocido;no
35;Independientes;Casado;secundaria;no;8883;no;no;celular;21;Noviembre;33;3;-1;0;desconocido;no
31;Tecnico;Soltero;secundaria;no;1970;no;no;teléfono;17;abril;284;3;-1;0;desconocido;no
62;Ejecutivo;Casado;Superior;no;1859;no;no;teléfono;6;Agosto;245;3;-1;0;desconocido;si
32;Tecnico;Soltero;Superior;no;1059;si;no;celular;17;abril;115;1;-1;0;desconocido;no
31;Servis;Casado;secundaria;no;388;si;no;desconocido;5;Mayo;730;2;-1;0;desconocido;no
51;Obrero;Divorciado;primaria;no;602;si;no;celular;11;Mayo;347;1;284;2;fracaso;no
29;Servis;Soltero;secundaria;no;0;no;no;celular;17;Julio;58;1;-1;0;desconocido;no
43;Obrero;Casado;primaria;no;255;si;no;celular;17;Julio;180;1;-1;0;desconocido;no
36;Obrero;Casado;secundaria;no;63;si;no;desconocido;2;Junio;56;8;-1;0;desconocido;no
34;Independientes;Casado;primaria;no;712;si;no;desconocido;2;Junio;326;3;-1;0;desconocido;no
29;Servis;Casado;secundaria;no;57;si;no;teléfono;21;Julio;342;9;-1;0;desconocido;no
57;Retirado;Casado;secundaria;no;523;no;si;celular;2;Febrero;49;6;-1;0;desconocido;no
43;Ejecutivo;Casado;Superior;no;422;no;no;celular;12;Agosto;110;1;-1;0;desconocido;no
33;Servis;Casado;secundaria;no;386;no;no;celular;12;Noviembre;253;1;92;4;fracaso;si
60;Ejecutivo;Casado;Superior;no;3387;no;no;celular;14;Agosto;636;2;-1;0;desconocido;no
51;Tecnico;Casado;primaria;no;260;no;no;celular;19;Agosto;137;2;-1;0;desconocido;no
40;admin.;Soltero;secundaria;no;-1;no;no;celular;7;Julio;173;1;-1;0;desconocido;no
51;Tecnico;Casado;secundaria;no;1490;si;no;celular;18;Julio;227;2;-1;0;desconocido;no
38;Servis;Casado;secundaria;no;497;si;si;desconocido;19;Mayo;88;5;-1;0;desconocido;no
35;Tecnico;Casado;secundaria;no;1707;si;no;desconocido;2;Junio;426;3;-1;0;desconocido;no
47;Tecnico;Casado;secundaria;no;826;si;no;teléfono;18;Noviembre;195;3;112;8;otro;no
45;Obrero;Casado;primaria;no;907;no;no;celular;18;Agosto;230;8;-1;0;desconocido;no
40;Servis;Casado;secundaria;no;1836;si;no;celular;12;Mayo;750;2;-1;0;desconocido;si
29;empresario;Soltero;secundaria;no;404;no;no;celular;30;Enero;413;3;-1;0;desconocido;no
52;Ejecutivo;Divorciado;Superior;no;907;si;no;desconocido;4;Junio;104;2;-1;0;desconocido;no
26;Tecnico;Casado;secundaria;no;18;si;si;celular;5;Mayo;138;1;-1;0;desconocido;no
31;Obrero;Soltero;primaria;no;-495;si;no;desconocido;29;Mayo;334;2;-1;0;desconocido;no
55;Servis;Casado;desconocido;no;1210;si;no;desconocido;30;Mayo;868;1;-1;0;desconocido;no
35;Servis;Casado;secundaria;no;819;si;no;teléfono;14;Julio;102;14;-1;0;desconocido;no
56;Ejecutivo;Divorciado;Superior;no;442;no;no;desconocido;28;Mayo;77;3;-1;0;desconocido;no
28;Obrero;Soltero;secundaria;no;-46;si;no;celular;1;Setiembre;199;1;92;14;éxito;si
27;Estudiante;Soltero;secundaria;no;671;si;no;desconocido;7;Mayo;332;2;-1;0;desconocido;no
30;Tecnico;Casado;secundaria;no;371;no;no;celular;7;Agosto;124;2;-1;0;desconocido;no
51;Tecnico;Casado;Superior;no;-3;no;no;celular;25;Agosto;91;9;-1;0;desconocido;no
33;Ejecutivo;Casado;secundaria;no;11;si;no;celular;4;Mayo;104;3;-1;0;desconocido;no
32;Obrero;Soltero;secundaria;no;33;si;no;celular;18;Mayo;125;1;368;4;fracaso;no
43;empresario;Casado;secundaria;no;104;si;no;celular;18;Julio;635;3;-1;0;desconocido;si
46;Obrero;Casado;primaria;no;174;no;si;celular;15;Julio;90;1;-1;0;desconocido;no
32;Ejecutivo;Casado;Superior;no;3107;si;si;celular;25;Julio;310;1;-1;0;desconocido;no
40;Servis;Casado;secundaria;no;1438;si;no;celular;6;Mayo;207;1;351;2;fracaso;no
39;Obrero;Casado;secundaria;no;1367;no;no;desconocido;12;Junio;43;1;-1;0;desconocido;no
51;Obrero;Casado;primaria;no;-11;no;no;teléfono;16;Julio;126;4;-1;0;desconocido;no
46;admin.;Soltero;secundaria;no;1693;si;no;celular;25;Enero;137;1;97;1;éxito;no
43;Obrero;Casado;primaria;no;778;si;si;desconocido;15;Mayo;284;5;-1;0;desconocido;no
36;Tecnico;Casado;Superior;no;837;no;no;celular;28;Agosto;68;6;-1;0;desconocido;no
48;Ejecutivo;Casado;Superior;no;363;no;no;celular;18;Noviembre;67;1;-1;0;desconocido;no
26;admin.;Soltero;secundaria;no;236;si;si;celular;18;Mayo;8;2;-1;0;desconocido;no
39;admin.;Soltero;desconocido;no;0;si;no;celular;11;Mayo;62;1;-1;0;desconocido;no
47;Ejecutivo;Casado;Superior;no;-50;no;si;celular;7;Julio;175;1;-1;0;desconocido;no
23;empresario;Soltero;primaria;no;4;si;no;desconocido;13;Mayo;395;2;-1;0;desconocido;si
54;Ejecutivo;Divorciado;Superior;no;26306;si;no;celular;11;Febrero;27;1;84;3;fracaso;no
38;admin.;Casado;secundaria;no;46;si;si;desconocido;6;Mayo;195;1;-1;0;desconocido;no
33;Tecnico;Casado;secundaria;no;575;no;si;celular;4;Febrero;254;2;-1;0;desconocido;no
35;admin.;Divorciado;secundaria;no;148;no;si;celular;8;Julio;199;1;-1;0;desconocido;no
52;Servis;Casado;secundaria;no;431;no;no;celular;26;Agosto;73;17;-1;0;desconocido;no
25;Tecnico;Soltero;Superior;no;777;si;no;desconocido;14;Mayo;351;1;-1;0;desconocido;no
29;Ejecutivo;Casado;Superior;no;199;si;si;desconocido;7;Mayo;1689;4;-1;0;desconocido;si
35;Tecnico;Soltero;Superior;no;3552;no;no;celular;21;Noviembre;267;1;-1;0;desconocido;no
49;Servis;Casado;secundaria;no;47;no;no;desconocido;5;Mayo;234;2;-1;0;desconocido;no
41;admin.;Divorciado;secundaria;no;3823;no;no;celular;26;abril;234;10;-1;0;desconocido;no
32;Ejecutivo;Casado;Superior;no;138;no;no;celular;20;Agosto;94;4;-1;0;desconocido;no
29;admin.;Soltero;secundaria;no;1117;si;no;desconocido;8;Mayo;77;2;-1;0;desconocido;no
28;Obrero;Casado;secundaria;no;1325;si;no;celular;15;Mayo;242;1;-1;0;desconocido;no
59;Retirado;Casado;secundaria;no;0;no;no;celular;18;Julio;247;4;-1;0;desconocido;no
34;empresario;Casado;Superior;no;4343;no;no;desconocido;9;Junio;85;4;-1;0;desconocido;no
55;Ejecutivo;Divorciado;Superior;no;1598;no;no;celular;22;Agosto;607;4;-1;0;desconocido;no
34;Ejecutivo;Casado;Superior;no;3301;si;no;celular;17;Junio;485;2;227;4;fracaso;si
24;Estudiante;Soltero;secundaria;no;822;no;no;celular;27;Octubre;184;1;91;2;fracaso;si
42;Tecnico;Divorciado;secundaria;no;-280;si;no;desconocido;26;Mayo;258;1;-1;0;desconocido;no
34;Ejecutivo;Soltero;desconocido;no;1534;si;no;celular;16;abril;156;1;147;7;otro;no
34;admin.;Casado;secundaria;no;1671;no;no;desconocido;21;Mayo;160;1;-1;0;desconocido;no
51;Independientes;Casado;Superior;no;2007;no;no;desconocido;16;Junio;1021;1;-1;0;desconocido;no
58;Obrero;Casado;primaria;no;0;si;no;celular;31;Julio;5;25;-1;0;desconocido;no
44;Tecnico;Casado;secundaria;no;2776;si;no;celular;27;Enero;701;1;-1;0;desconocido;si
33;Obrero;Casado;secundaria;no;139;si;si;celular;18;Mayo;732;2;291;5;fracaso;si
34;Ejecutivo;Casado;Superior;no;573;no;no;celular;10;Agosto;122;1;-1;0;desconocido;no
34;admin.;Casado;secundaria;no;475;si;no;desconocido;7;Mayo;559;1;-1;0;desconocido;no
42;Obrero;Divorciado;secundaria;no;47;si;si;desconocido;8;Mayo;141;1;-1;0;desconocido;no
46;Ejecutivo;Soltero;Superior;no;2154;si;no;celular;21;Julio;87;4;-1;0;desconocido;no
31;Independientes;Soltero;Superior;no;96;no;no;celular;5;Febrero;577;1;-1;0;desconocido;no
39;empresario;Casado;Superior;no;83;si;no;celular;11;Julio;193;2;-1;0;desconocido;no
34;Ejecutivo;Soltero;Superior;no;6766;no;no;celular;28;Agosto;210;5;-1;0;desconocido;no
47;Tecnico;Casado;secundaria;no;3973;no;no;celular;6;Agosto;732;2;-1;0;desconocido;no
42;Servis;Divorciado;secundaria;no;372;si;si;desconocido;6;Mayo;121;2;-1;0;desconocido;no
48;Obrero;Soltero;secundaria;no;-552;no;si;celular;21;Noviembre;150;2;-1;0;desconocido;no
30;Independientes;Soltero;Superior;no;48;no;no;celular;21;Noviembre;140;1;-1;0;desconocido;no
38;Tecnico;Casado;secundaria;no;7696;si;no;celular;20;Noviembre;386;2;-1;0;desconocido;no
24;Servis;Casado;secundaria;no;4500;si;no;celular;11;Mayo;733;2;-1;0;desconocido;si
34;Tecnico;Casado;secundaria;no;1;si;no;celular;19;Noviembre;108;1;-1;0;desconocido;no
46;Ejecutivo;Soltero;Superior;no;46;no;si;celular;17;Noviembre;80;1;152;1;fracaso;no
32;admin.;Divorciado;secundaria;si;-18;si;no;desconocido;12;Mayo;155;3;-1;0;desconocido;no
46;Servis;Casado;secundaria;no;451;si;si;celular;13;Mayo;389;4;-1;0;desconocido;no
26;Independientes;Casado;Superior;no;479;si;no;celular;9;Febrero;133;3;-1;0;desconocido;no
42;Obrero;Casado;secundaria;no;0;si;no;celular;21;Noviembre;328;6;-1;0;desconocido;no
50;Tecnico;Casado;secundaria;no;1130;si;no;celular;23;Julio;119;2;-1;0;desconocido;no
41;Obrero;Casado;primaria;no;389;si;no;desconocido;16;Junio;87;6;-1;0;desconocido;no
34;admin.;Soltero;secundaria;no;10;no;si;celular;18;Noviembre;162;1;173;3;fracaso;no
32;Servis;Casado;secundaria;no;401;si;no;desconocido;15;Mayo;294;2;-1;0;desconocido;no
58;Emple_hogar;Soltero;Superior;no;145;si;si;celular;16;Julio;128;2;-1;0;desconocido;no
45;Tecnico;Casado;secundaria;no;115;si;no;celular;6;Mayo;108;1;-1;0;desconocido;no
28;admin.;Soltero;secundaria;no;89;si;si;celular;6;Febrero;172;2;-1;0;desconocido;no
35;Tecnico;Casado;secundaria;no;94;si;si;desconocido;14;Mayo;208;5;-1;0;desconocido;no
39;Servis;Casado;secundaria;no;1438;si;no;desconocido;20;Mayo;212;2;-1;0;desconocido;no
49;Desempleado;Divorciado;Superior;no;780;no;no;celular;8;Noviembre;148;1;871;2;fracaso;no
50;Ejecutivo;Casado;Superior;no;207;si;no;celular;4;Febrero;99;1;-1;0;desconocido;no
37;Ejecutivo;Casado;Superior;no;238;no;no;celular;3;Febrero;185;1;92;1;éxito;si
45;Obrero;Casado;primaria;no;2433;no;no;celular;6;Agosto;133;2;-1;0;desconocido;no
30;Emple_hogar;Soltero;secundaria;no;1924;no;no;celular;6;Febrero;170;1;-1;0;desconocido;no
48;Desempleado;Casado;Superior;no;-471;si;no;desconocido;19;Mayo;668;7;-1;0;desconocido;no
36;Ejecutivo;Soltero;Superior;no;1531;si;no;celular;8;Mayo;81;3;170;1;fracaso;no
41;Ejecutivo;Soltero;secundaria;no;764;no;no;celular;12;Junio;230;2;-1;0;desconocido;no
55;Obrero;Casado;secundaria;no;383;no;no;desconocido;5;Mayo;287;1;-1;0;desconocido;no
70;Retirado;Casado;primaria;no;3782;no;no;celular;16;Marzo;618;1;-1;0;desconocido;no
41;Ejecutivo;Casado;Superior;no;326;si;no;celular;5;Mayo;788;1;-1;0;desconocido;si
47;Servis;Divorciado;secundaria;no;691;no;no;celular;6;Febrero;285;6;-1;0;desconocido;no
34;Tecnico;Soltero;secundaria;no;0;no;no;celular;21;Agosto;163;2;-1;0;desconocido;no
33;Ejecutivo;Soltero;Superior;no;99;no;no;celular;8;Julio;159;1;-1;0;desconocido;no
58;Retirado;Casado;secundaria;no;502;si;no;celular;12;Mayo;197;2;370;3;fracaso;no
51;Ejecutivo;Casado;Superior;no;-15;no;no;celular;25;Julio;212;2;-1;0;desconocido;no
45;Ejecutivo;Casado;Superior;no;1929;si;no;desconocido;29;Mayo;44;15;-1;0;desconocido;no
55;admin.;Casado;secundaria;no;0;no;no;celular;23;Setiembre;180;2;238;3;éxito;no
30;Obrero;Soltero;primaria;no;185;no;no;desconocido;26;Junio;11;1;-1;0;desconocido;no
33;Ejecutivo;Soltero;secundaria;no;-424;si;no;desconocido;26;Mayo;863;1;-1;0;desconocido;no
27;Servis;Soltero;secundaria;no;0;si;no;desconocido;7;Mayo;388;7;-1;0;desconocido;no
59;Retirado;Casado;secundaria;no;319;si;no;desconocido;5;Mayo;143;3;-1;0;desconocido;no
34;Ejecutivo;Soltero;Superior;no;171;si;no;celular;7;Mayo;191;1;294;1;fracaso;no
47;Tecnico;Divorciado;Superior;no;-1148;si;si;desconocido;27;Mayo;62;2;-1;0;desconocido;no
44;Obrero;Casado;primaria;no;-11;si;no;desconocido;9;Mayo;13;1;-1;0;desconocido;no
35;admin.;Soltero;secundaria;no;0;si;no;celular;13;Mayo;1073;1;-1;0;desconocido;si
45;Ejecutivo;Casado;Superior;no;-206;si;no;celular;6;Mayo;337;2;-1;0;desconocido;no
42;Obrero;Casado;primaria;no;704;si;si;teléfono;31;Julio;88;10;-1;0;desconocido;no
38;Tecnico;Casado;secundaria;no;1931;no;no;celular;2;Junio;167;1;298;10;otro;no
34;Tecnico;Soltero;secundaria;no;943;no;no;celular;29;Agosto;96;4;-1;0;desconocido;no
35;Tecnico;Casado;secundaria;no;327;si;no;celular;13;abril;537;3;-1;0;desconocido;no
29;Ejecutivo;Soltero;secundaria;no;-105;si;no;desconocido;27;Mayo;5;3;-1;0;desconocido;no
58;Retirado;Casado;secundaria;no;983;no;no;celular;5;Agosto;139;1;-1;0;desconocido;no
44;Obrero;Soltero;primaria;no;787;si;no;desconocido;30;Mayo;570;2;-1;0;desconocido;no
45;empresario;Casado;Superior;no;0;si;no;celular;29;Julio;100;3;-1;0;desconocido;no
43;Obrero;Casado;secundaria;no;3060;si;no;desconocido;15;Mayo;253;2;-1;0;desconocido;no
44;Servis;Casado;secundaria;no;5780;si;no;celular;1;abril;525;2;-1;0;desconocido;no
30;Tecnico;Soltero;secundaria;no;790;no;no;celular;20;Agosto;696;3;-1;0;desconocido;no
38;Desempleado;Casado;Superior;no;1449;no;no;desconocido;26;Mayo;535;6;-1;0;desconocido;no
50;Tecnico;Casado;secundaria;no;1412;no;no;celular;6;Agosto;131;3;-1;0;desconocido;no
21;Estudiante;Soltero;secundaria;no;681;no;no;desconocido;20;Agosto;6;1;-1;0;desconocido;no
38;empresario;Casado;Superior;no;228;si;no;celular;5;Febrero;105;1;-1;0;desconocido;no
42;admin.;Casado;secundaria;no;0;no;no;desconocido;19;Junio;370;1;-1;0;desconocido;no
45;Tecnico;Soltero;Superior;no;2087;no;no;celular;29;Agosto;29;14;-1;0;desconocido;no
34;empresario;Casado;secundaria;no;2;si;si;celular;5;Mayo;184;1;167;6;fracaso;no
48;Tecnico;Casado;secundaria;no;197;no;si;celular;3;Febrero;47;2;222;3;otro;no
34;Servis;Casado;secundaria;no;0;no;si;desconocido;2;Julio;193;4;-1;0;desconocido;no
32;Obrero;Casado;secundaria;no;1905;si;no;celular;16;Julio;709;2;-1;0;desconocido;si
35;Tecnico;Casado;Superior;no;118;no;no;celular;6;Agosto;358;2;-1;0;desconocido;no
39;empresario;Casado;Superior;no;2644;si;no;desconocido;20;Mayo;253;1;-1;0;desconocido;no
36;Independientes;Casado;Superior;no;16430;si;no;desconocido;6;Junio;197;3;-1;0;desconocido;no
35;Tecnico;Casado;secundaria;no;13;no;no;celular;22;Agosto;94;2;-1;0;desconocido;no
57;Servis;Divorciado;secundaria;no;14;no;si;celular;22;Julio;445;2;-1;0;desconocido;no
28;Tecnico;Soltero;secundaria;no;769;si;no;celular;15;Mayo;153;1;371;2;fracaso;no
43;admin.;Casado;desconocido;no;3485;no;no;desconocido;18;Junio;113;1;-1;0;desconocido;no
57;Ejecutivo;Casado;secundaria;no;139;no;no;celular;17;Agosto;80;1;-1;0;desconocido;no
34;Servis;Divorciado;secundaria;no;202;si;no;desconocido;15;Mayo;318;1;-1;0;desconocido;no
36;Tecnico;Casado;Superior;no;6;si;no;celular;27;Enero;100;1;435;1;fracaso;no
47;Ejecutivo;Divorciado;Superior;no;2515;no;no;desconocido;20;Junio;40;3;-1;0;desconocido;no
36;Ejecutivo;Divorciado;Superior;no;5195;si;no;desconocido;2;Junio;55;25;-1;0;desconocido;no
33;Ejecutivo;Casado;Superior;no;2098;no;no;celular;20;Noviembre;67;1;-1;0;desconocido;no
57;Ejecutivo;Casado;Superior;no;320;no;no;celular;7;Agosto;76;2;-1;0;desconocido;no
57;Ejecutivo;Casado;Superior;no;3431;si;no;desconocido;16;Mayo;73;1;-1;0;desconocido;no
34;admin.;Casado;secundaria;no;50;si;no;desconocido;20;Mayo;89;2;-1;0;desconocido;no
51;Emple_hogar;Divorciado;Superior;no;370;si;no;celular;19;Agosto;109;3;-1;0;desconocido;no
54;Obrero;Divorciado;primaria;no;-182;no;no;celular;9;Julio;98;1;-1;0;desconocido;no
52;Independientes;Soltero;Superior;no;1623;si;no;desconocido;5;Junio;21;17;-1;0;desconocido;no
43;empresario;Casado;Superior;no;13342;si;no;celular;18;Noviembre;465;1;-1;0;desconocido;no
58;Retirado;Soltero;primaria;no;6570;no;no;celular;21;Julio;106;3;-1;0;desconocido;no
53;admin.;Casado;secundaria;no;225;si;no;celular;20;abril;304;1;340;1;fracaso;no
44;Ejecutivo;Casado;secundaria;no;-665;no;no;celular;30;Julio;342;3;-1;0;desconocido;no
29;Ejecutivo;Soltero;Superior;no;0;no;no;desconocido;16;Mayo;16;25;-1;0;desconocido;no
27;Servis;Soltero;secundaria;no;54;si;no;desconocido;28;Mayo;543;2;-1;0;desconocido;si
35;Obrero;Casado;primaria;no;46;no;no;celular;8;Julio;338;3;-1;0;desconocido;no
40;Independientes;Casado;secundaria;no;2;no;no;celular;22;Agosto;197;5;-1;0;desconocido;no
34;Obrero;Casado;secundaria;no;103;si;si;desconocido;8;Mayo;956;2;-1;0;desconocido;no
38;admin.;Soltero;secundaria;no;883;si;no;celular;12;Mayo;95;1;327;9;otro;no
32;Servis;Casado;secundaria;no;55;si;no;desconocido;15;Mayo;546;9;-1;0;desconocido;no
41;admin.;Casado;secundaria;no;8238;si;si;desconocido;30;Mayo;124;4;-1;0;desconocido;no
25;Obrero;Soltero;secundaria;no;913;si;no;celular;7;Julio;113;4;-1;0;desconocido;no
38;Obrero;Divorciado;secundaria;no;595;si;no;celular;7;Mayo;245;3;-1;0;desconocido;no
26;Tecnico;Soltero;secundaria;no;7;si;no;celular;22;Julio;188;2;-1;0;desconocido;no
37;Tecnico;Soltero;Superior;no;1661;no;no;celular;19;Agosto;199;5;-1;0;desconocido;no
30;Ejecutivo;Casado;Superior;no;102;si;no;celular;5;abril;470;7;426;3;otro;si
36;Servis;Casado;secundaria;no;338;no;no;desconocido;14;Mayo;90;1;-1;0;desconocido;no
33;Ejecutivo;Casado;secundaria;no;3132;si;no;desconocido;23;Mayo;350;5;-1;0;desconocido;no
33;admin.;Soltero;Superior;no;490;si;no;celular;7;Mayo;31;1;363;2;fracaso;no
35;Ejecutivo;Casado;Superior;no;2682;si;no;celular;9;Julio;156;1;-1;0;desconocido;no
24;Servis;Casado;Superior;no;0;si;no;desconocido;27;Mayo;299;1;-1;0;desconocido;no
29;Desempleado;Casado;secundaria;no;596;no;no;celular;30;Enero;510;2;-1;0;desconocido;no
54;Obrero;Casado;secundaria;no;2059;si;no;celular;25;Agosto;177;4;-1;0;desconocido;no
