Edad;Ingresos;Tarjetas_credito;Educacion;Creditos_coche;Pago
29.93;Medio;Menos de 5;Bachillerato;1 o ninguno;0
41.23;Medio;Menos de 5;Bachillerato;1 o ninguno;0
41.93;Medio;5 o más;Bachillerato;2 o más;0
43.54;Medio;5 o más;Bachillerato;2 o más;0
42.29;Alto;5 o más;Bachillerato;2 o más;0
39.11;Alto;5 o más;Bachillerato;1 o ninguno;0
54.14;Alto;5 o más;Bachillerato;2 o más;0
37.36;Medio;Menos de 5;Universitario;1 o ninguno;0
40.18;Bajo;5 o más;Universitario;2 o más;0
32.71;Medio;Menos de 5;Universitario;1 o ninguno;0
30.89;Medio;5 o más;Universitario;2 o más;0
34.04;Medio;5 o más;Universitario;2 o más;0
38.33;Alto;5 o más;Bachillerato;1 o ninguno;0
48.15;Alto;5 o más;Bachillerato;2 o más;0
44.44;Medio;5 o más;Bachillerato;2 o más;0
38.8;Medio;Menos de 5;Bachillerato;1 o ninguno;0
38.6;Medio;5 o más;Universitario;2 o más;0
34.18;Medio;Menos de 5;Universitario;1 o ninguno;0
35.9;Medio;Menos de 5;Bachillerato;1 o ninguno;0
32.47;Medio;Menos de 5;Universitario;1 o ninguno;0
29.45;Medio;5 o más;Bachillerato;2 o más;0
38.44;Medio;Menos de 5;Bachillerato;1 o ninguno;0
33.56;Alto;5 o más;Universitario;2 o más;0
27.27;Medio;5 o más;Universitario;2 o más;0
22.05;Alto;Menos de 5;Universitario;1 o ninguno;0
43.09;Medio;Menos de 5;Bachillerato;1 o ninguno;0
40;Bajo;5 o más;Bachillerato;2 o más;0
21.31;Medio;5 o más;Bachillerato;1 o ninguno;0
37.82;Medio;5 o más;Bachillerato;2 o más;0
43.16;Alto;Menos de 5;Bachillerato;1 o ninguno;0
35.62;Medio;5 o más;Universitario;2 o más;0
39.86;Alto;5 o más;Universitario;2 o más;0
38.36;Medio;5 o más;Universitario;2 o más;0
30.25;Alto;Menos de 5;Bachillerato;2 o más;0
34.28;Medio;Menos de 5;Bachillerato;1 o ninguno;0
32.11;Medio;Menos de 5;Bachillerato;1 o ninguno;0
47.19;Medio;Menos de 5;Universitario;1 o ninguno;0
36.08;Alto;Menos de 5;Universitario;1 o ninguno;0
26.83;Alto;Menos de 5;Universitario;1 o ninguno;0
29.62;Alto;5 o más;Universitario;2 o más;0
28.06;Alto;Menos de 5;Bachillerato;2 o más;0
29.15;Alto;5 o más;Universitario;2 o más;0
42.21;Medio;Menos de 5;Universitario;1 o ninguno;0
51.96;Medio;Menos de 5;Bachillerato;2 o más;0
34.4;Medio;Menos de 5;Universitario;1 o ninguno;0
43.41;Alto;Menos de 5;Bachillerato;1 o ninguno;0
30.44;Medio;Menos de 5;Bachillerato;1 o ninguno;0
37.86;Medio;5 o más;Universitario;2 o más;0
27.77;Medio;Menos de 5;Universitario;1 o ninguno;0
47.18;Medio;Menos de 5;Universitario;1 o ninguno;0
40.3;Alto;5 o más;Bachillerato;2 o más;0
58.42;Medio;5 o más;Universitario;1 o ninguno;0
24.82;Alto;5 o más;Bachillerato;2 o más;0
37.3;Medio;5 o más;Universitario;2 o más;0
39.68;Alto;5 o más;Universitario;1 o ninguno;0
40.07;Medio;Menos de 5;Bachillerato;1 o ninguno;0
43;Alto;Menos de 5;Bachillerato;1 o ninguno;0
44.75;Medio;Menos de 5;Bachillerato;1 o ninguno;0
21.4;Alto;5 o más;Universitario;2 o más;0
41.43;Alto;Menos de 5;Bachillerato;1 o ninguno;0
48.19;Bajo;5 o más;Universitario;1 o ninguno;0
46.52;Medio;5 o más;Universitario;2 o más;0
33.3;Medio;5 o más;Universitario;2 o más;0
27.87;Medio;Menos de 5;Bachillerato;1 o ninguno;0
49.51;Medio;5 o más;Bachillerato;2 o más;0
35.87;Alto;Menos de 5;Bachillerato;1 o ninguno;0
41.96;Alto;5 o más;Bachillerato;2 o más;0
34.75;Medio;Menos de 5;Bachillerato;1 o ninguno;0
33.72;Alto;Menos de 5;Bachillerato;1 o ninguno;0
39.69;Alto;Menos de 5;Universitario;1 o ninguno;0
42.35;Alto;5 o más;Bachillerato;2 o más;0
32.7;Alto;5 o más;Universitario;2 o más;0
26.27;Alto;5 o más;Universitario;1 o ninguno;0
25.13;Alto;5 o más;Universitario;2 o más;0
29.54;Medio;5 o más;Universitario;2 o más;0
27.92;Alto;Menos de 5;Universitario;1 o ninguno;0
36.29;Alto;5 o más;Bachillerato;2 o más;0
44.2;Medio;Menos de 5;Bachillerato;1 o ninguno;0
34.53;Alto;5 o más;Bachillerato;2 o más;0
41.15;Alto;5 o más;Universitario;2 o más;0
36.75;Medio;5 o más;Universitario;2 o más;0
37.52;Alto;Menos de 5;Universitario;1 o ninguno;0
46.6;Medio;Menos de 5;Universitario;1 o ninguno;0
31.46;Bajo;5 o más;Universitario;2 o más;0
36.15;Bajo;Menos de 5;Bachillerato;2 o más;0
55.33;Medio;Menos de 5;Universitario;1 o ninguno;0
27.12;Medio;Menos de 5;Universitario;1 o ninguno;0
37.36;Alto;Menos de 5;Universitario;1 o ninguno;0
27.99;Alto;5 o más;Bachillerato;2 o más;0
42.18;Alto;5 o más;Bachillerato;2 o más;0
39.58;Alto;Menos de 5;Universitario;1 o ninguno;0
39.85;Alto;5 o más;Bachillerato;2 o más;0
40.67;Alto;5 o más;Bachillerato;2 o más;0
35.23;Alto;5 o más;Bachillerato;2 o más;0
37.55;Medio;Menos de 5;Bachillerato;1 o ninguno;0
27.58;Bajo;5 o más;Universitario;2 o más;0
48.43;Medio;Menos de 5;Bachillerato;2 o más;0
44.29;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
27.85;Medio;5 o más;Bachillerato;2 o más;0
22.92;Medio;5 o más;Universitario;2 o más;0
27.67;Medio;Menos de 5;Bachillerato;1 o ninguno;0
32.3;Medio;5 o más;Bachillerato;2 o más;0
32.89;Medio;5 o más;Bachillerato;2 o más;0
21.62;Alto;Menos de 5;Bachillerato;1 o ninguno;0
33.73;Alto;Menos de 5;Universitario;1 o ninguno;0
35.74;Alto;Menos de 5;Bachillerato;1 o ninguno;0
35.64;Medio;Menos de 5;Bachillerato;2 o más;0
28.25;Alto;Menos de 5;Bachillerato;1 o ninguno;0
43.12;Medio;5 o más;Bachillerato;2 o más;0
47.28;Alto;Menos de 5;Universitario;1 o ninguno;0
35.93;Alto;Menos de 5;Bachillerato;1 o ninguno;0
31.49;Medio;5 o más;Bachillerato;1 o ninguno;0
47.71;Alto;5 o más;Universitario;2 o más;0
59.46;Alto;5 o más;Bachillerato;2 o más;0
32.35;Bajo;Menos de 5;Universitario;1 o ninguno;0
48.36;Alto;5 o más;Bachillerato;1 o ninguno;0
45.91;Medio;Menos de 5;Bachillerato;1 o ninguno;0
40.73;Medio;5 o más;Universitario;2 o más;0
35.89;Medio;5 o más;Universitario;2 o más;0
34.32;Medio;Menos de 5;Universitario;2 o más;0
33.66;Medio;Menos de 5;Bachillerato;1 o ninguno;0
49.27;Alto;5 o más;Bachillerato;2 o más;0
37.69;Alto;Menos de 5;Bachillerato;1 o ninguno;0
34.76;Medio;5 o más;Bachillerato;2 o más;0
45.79;Medio;Menos de 5;Universitario;1 o ninguno;0
21.09;Alto;Menos de 5;Bachillerato;1 o ninguno;0
30.62;Alto;5 o más;Universitario;2 o más;0
41.92;Alto;5 o más;Universitario;2 o más;0
39.52;Medio;Menos de 5;Universitario;1 o ninguno;0
31.48;Alto;Menos de 5;Universitario;1 o ninguno;0
41.49;Alto;Menos de 5;Bachillerato;1 o ninguno;0
34.76;Alto;5 o más;Universitario;2 o más;0
42.96;Alto;5 o más;Universitario;2 o más;0
31.63;Medio;Menos de 5;Universitario;1 o ninguno;0
39.02;Medio;Menos de 5;Universitario;1 o ninguno;0
51.11;Medio;Menos de 5;Universitario;1 o ninguno;0
35.59;Medio;Menos de 5;Universitario;1 o ninguno;0
41.78;Alto;Menos de 5;Bachillerato;1 o ninguno;0
20.9;Medio;Menos de 5;Bachillerato;1 o ninguno;0
31.92;Medio;Menos de 5;Universitario;1 o ninguno;0
45.06;Alto;5 o más;Bachillerato;2 o más;0
40.55;Medio;Menos de 5;Bachillerato;1 o ninguno;0
57.06;Medio;Menos de 5;Universitario;1 o ninguno;0
48.83;Medio;Menos de 5;Universitario;1 o ninguno;0
37.77;Alto;5 o más;Bachillerato;2 o más;0
42.23;Alto;5 o más;Bachillerato;2 o más;0
48.77;Alto;5 o más;Bachillerato;2 o más;0
40.11;Alto;Menos de 5;Bachillerato;1 o ninguno;0
33.35;Alto;Menos de 5;Bachillerato;1 o ninguno;0
23.16;Medio;5 o más;Universitario;2 o más;0
39.39;Alto;5 o más;Bachillerato;2 o más;0
33.76;Medio;Menos de 5;Bachillerato;1 o ninguno;0
36.68;Medio;Menos de 5;Bachillerato;1 o ninguno;0
28.3;Alto;Menos de 5;Bachillerato;1 o ninguno;0
29.07;Alto;5 o más;Bachillerato;2 o más;0
47.16;Alto;Menos de 5;Bachillerato;1 o ninguno;0
27.17;Bajo;Menos de 5;Universitario;1 o ninguno;0
29.07;Medio;5 o más;Bachillerato;1 o ninguno;0
49.71;Alto;5 o más;Universitario;2 o más;0
40.5;Alto;5 o más;Bachillerato;2 o más;0
32.85;Medio;Menos de 5;Bachillerato;2 o más;0
37.08;Medio;Menos de 5;Universitario;1 o ninguno;0
31.67;Alto;Menos de 5;Universitario;1 o ninguno;0
37.92;Alto;5 o más;Bachillerato;2 o más;0
39.54;Medio;Menos de 5;Bachillerato;1 o ninguno;0
40.53;Medio;5 o más;Bachillerato;2 o más;0
26.49;Alto;Menos de 5;Universitario;2 o más;0
36.3;Medio;5 o más;Bachillerato;2 o más;0
40.66;Alto;Menos de 5;Bachillerato;1 o ninguno;0
50.92;Alto;5 o más;Bachillerato;2 o más;0
27.27;Medio;Menos de 5;Bachillerato;1 o ninguno;0
30.21;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
41.42;Medio;Menos de 5;Universitario;1 o ninguno;0
24.7;Medio;Menos de 5;Universitario;1 o ninguno;0
40.44;Bajo;5 o más;Universitario;2 o más;0
32.57;Medio;5 o más;Universitario;2 o más;0
20.55;Medio;Menos de 5;Universitario;1 o ninguno;0
28.79;Alto;5 o más;Bachillerato;2 o más;0
35.98;Alto;Menos de 5;Bachillerato;1 o ninguno;0
27.97;Alto;Menos de 5;Universitario;1 o ninguno;0
28.13;Alto;5 o más;Bachillerato;2 o más;0
37.34;Alto;5 o más;Bachillerato;2 o más;0
34.82;Alto;5 o más;Universitario;2 o más;0
42.87;Medio;5 o más;Universitario;2 o más;0
38.36;Medio;5 o más;Bachillerato;2 o más;0
41.74;Alto;Menos de 5;Bachillerato;1 o ninguno;0
28.1;Medio;Menos de 5;Bachillerato;1 o ninguno;0
36.23;Alto;5 o más;Bachillerato;2 o más;0
33.24;Alto;5 o más;Universitario;1 o ninguno;0
33.44;Medio;5 o más;Universitario;2 o más;0
27.79;Alto;Menos de 5;Bachillerato;1 o ninguno;0
27.9;Medio;5 o más;Bachillerato;2 o más;0
38.41;Medio;Menos de 5;Universitario;1 o ninguno;0
31.15;Alto;5 o más;Universitario;2 o más;0
53.14;Alto;5 o más;Bachillerato;2 o más;0
33.94;Alto;Menos de 5;Bachillerato;1 o ninguno;0
44.77;Medio;Menos de 5;Bachillerato;1 o ninguno;0
29.92;Alto;5 o más;Universitario;1 o ninguno;0
20.61;Alto;5 o más;Bachillerato;2 o más;0
29.3;Alto;Menos de 5;Universitario;1 o ninguno;0
39.48;Alto;Menos de 5;Bachillerato;1 o ninguno;0
39.07;Medio;Menos de 5;Universitario;1 o ninguno;0
48.65;Alto;Menos de 5;Bachillerato;1 o ninguno;0
41.64;Medio;Menos de 5;Universitario;1 o ninguno;0
31.96;Medio;Menos de 5;Bachillerato;1 o ninguno;0
42.35;Alto;Menos de 5;Bachillerato;1 o ninguno;0
47.83;Alto;Menos de 5;Universitario;1 o ninguno;0
34.17;Alto;5 o más;Universitario;2 o más;0
42.34;Medio;Menos de 5;Bachillerato;1 o ninguno;0
26.37;Alto;Menos de 5;Universitario;1 o ninguno;0
30.96;Alto;Menos de 5;Universitario;1 o ninguno;0
33.52;Alto;5 o más;Universitario;2 o más;0
28.28;Alto;Menos de 5;Universitario;1 o ninguno;0
35.76;Medio;Menos de 5;Bachillerato;1 o ninguno;0
52.59;Alto;5 o más;Universitario;1 o ninguno;0
43.02;Medio;Menos de 5;Bachillerato;1 o ninguno;0
38.58;Alto;5 o más;Universitario;2 o más;0
29.34;Medio;Menos de 5;Bachillerato;1 o ninguno;0
46.65;Alto;Menos de 5;Universitario;1 o ninguno;0
31.59;Bajo;5 o más;Universitario;1 o ninguno;0
26.15;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
46.21;Alto;5 o más;Universitario;2 o más;0
40.59;Medio;5 o más;Bachillerato;2 o más;0
45.88;Alto;5 o más;Bachillerato;2 o más;0
26.2;Alto;5 o más;Universitario;2 o más;0
57.43;Alto;5 o más;Universitario;2 o más;0
52.36;Medio;Menos de 5;Bachillerato;1 o ninguno;0
43.45;Bajo;5 o más;Bachillerato;2 o más;0
46.33;Alto;Menos de 5;Bachillerato;1 o ninguno;0
22.92;Alto;Menos de 5;Universitario;1 o ninguno;0
24.48;Alto;Menos de 5;Bachillerato;1 o ninguno;0
24.79;Alto;Menos de 5;Universitario;1 o ninguno;0
35.13;Medio;Menos de 5;Universitario;1 o ninguno;0
40.72;Bajo;5 o más;Bachillerato;2 o más;0
44.2;Alto;Menos de 5;Universitario;1 o ninguno;0
41.18;Medio;5 o más;Universitario;2 o más;0
34.12;Alto;Menos de 5;Universitario;2 o más;0
44.77;Bajo;Menos de 5;Universitario;1 o ninguno;0
35.85;Alto;5 o más;Universitario;2 o más;0
20.13;Medio;Menos de 5;Bachillerato;1 o ninguno;0
42.74;Alto;5 o más;Universitario;2 o más;0
29.78;Medio;5 o más;Bachillerato;2 o más;0
21.29;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
47.05;Medio;Menos de 5;Universitario;1 o ninguno;0
27.93;Medio;Menos de 5;Bachillerato;2 o más;0
46.19;Bajo;Menos de 5;Universitario;1 o ninguno;0
43.03;Alto;Menos de 5;Bachillerato;1 o ninguno;0
33.45;Medio;5 o más;Universitario;2 o más;0
24.85;Alto;Menos de 5;Universitario;1 o ninguno;0
32.66;Alto;5 o más;Universitario;2 o más;0
34.91;Medio;Menos de 5;Universitario;2 o más;0
51.05;Alto;5 o más;Universitario;2 o más;0
35.26;Alto;5 o más;Bachillerato;2 o más;0
24.24;Medio;Menos de 5;Universitario;2 o más;0
47.08;Alto;5 o más;Bachillerato;2 o más;0
29.09;Alto;5 o más;Universitario;2 o más;0
39.39;Alto;5 o más;Universitario;2 o más;0
37.41;Alto;5 o más;Universitario;1 o ninguno;0
25.71;Medio;Menos de 5;Universitario;1 o ninguno;0
39.01;Bajo;Menos de 5;Universitario;1 o ninguno;0
39.98;Alto;5 o más;Universitario;2 o más;0
33.11;Medio;Menos de 5;Universitario;2 o más;0
43.86;Alto;Menos de 5;Bachillerato;1 o ninguno;0
46.29;Medio;5 o más;Universitario;1 o ninguno;0
47.28;Alto;5 o más;Bachillerato;2 o más;0
48.3;Alto;5 o más;Universitario;2 o más;0
31.94;Medio;Menos de 5;Bachillerato;2 o más;0
31.92;Alto;Menos de 5;Bachillerato;2 o más;0
39.35;Alto;5 o más;Bachillerato;2 o más;0
44.49;Alto;Menos de 5;Universitario;1 o ninguno;0
29.88;Medio;Menos de 5;Bachillerato;1 o ninguno;0
34.82;Medio;Menos de 5;Universitario;1 o ninguno;0
33.84;Alto;5 o más;Universitario;2 o más;0
40.83;Medio;Menos de 5;Bachillerato;1 o ninguno;0
36.81;Alto;5 o más;Universitario;2 o más;0
33.71;Medio;5 o más;Bachillerato;1 o ninguno;0
28.72;Medio;Menos de 5;Bachillerato;2 o más;0
44.65;Alto;5 o más;Bachillerato;2 o más;0
26.77;Alto;5 o más;Universitario;2 o más;0
49.21;Alto;5 o más;Bachillerato;2 o más;0
32.59;Medio;Menos de 5;Bachillerato;2 o más;0
32.83;Alto;Menos de 5;Universitario;1 o ninguno;0
24.13;Medio;5 o más;Universitario;2 o más;0
39.41;Alto;5 o más;Universitario;2 o más;0
49.07;Alto;5 o más;Bachillerato;2 o más;0
44.88;Medio;5 o más;Bachillerato;2 o más;0
44.88;Medio;Menos de 5;Bachillerato;1 o ninguno;0
49.35;Medio;5 o más;Universitario;2 o más;0
31.16;Medio;Menos de 5;Bachillerato;1 o ninguno;0
30.69;Medio;5 o más;Universitario;1 o ninguno;0
45.52;Alto;5 o más;Universitario;2 o más;0
42.09;Bajo;Menos de 5;Universitario;1 o ninguno;0
30.46;Alto;5 o más;Bachillerato;2 o más;0
40.28;Medio;5 o más;Bachillerato;2 o más;0
27.88;Medio;Menos de 5;Universitario;1 o ninguno;0
48.69;Alto;5 o más;Universitario;2 o más;0
36.11;Alto;5 o más;Universitario;1 o ninguno;0
40.96;Medio;Menos de 5;Bachillerato;1 o ninguno;0
36.02;Medio;5 o más;Bachillerato;2 o más;0
47.79;Alto;Menos de 5;Bachillerato;1 o ninguno;0
48.78;Medio;5 o más;Bachillerato;2 o más;0
47.78;Medio;5 o más;Bachillerato;2 o más;0
47.28;Medio;Menos de 5;Bachillerato;1 o ninguno;0
40.78;Alto;5 o más;Universitario;1 o ninguno;0
48.63;Alto;5 o más;Bachillerato;2 o más;0
23.9;Medio;5 o más;Universitario;2 o más;0
30.91;Alto;Menos de 5;Bachillerato;1 o ninguno;0
40.66;Alto;Menos de 5;Bachillerato;1 o ninguno;0
44.9;Medio;5 o más;Universitario;2 o más;0
45.02;Medio;Menos de 5;Universitario;2 o más;0
36;Medio;5 o más;Bachillerato;2 o más;0
29.91;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
47.76;Alto;5 o más;Universitario;2 o más;0
28.19;Alto;Menos de 5;Universitario;1 o ninguno;0
34.38;Medio;5 o más;Universitario;2 o más;0
38.24;Alto;5 o más;Universitario;1 o ninguno;0
35.78;Medio;Menos de 5;Bachillerato;1 o ninguno;0
30.88;Medio;5 o más;Universitario;2 o más;0
43.92;Alto;5 o más;Universitario;2 o más;0
26.7;Medio;Menos de 5;Bachillerato;1 o ninguno;0
38.9;Medio;5 o más;Bachillerato;2 o más;0
38.68;Alto;Menos de 5;Bachillerato;2 o más;0
50.71;Medio;5 o más;Universitario;2 o más;0
38.73;Alto;Menos de 5;Bachillerato;1 o ninguno;0
44.25;Medio;Menos de 5;Bachillerato;1 o ninguno;0
22.46;Alto;Menos de 5;Bachillerato;1 o ninguno;0
31.02;Alto;5 o más;Universitario;1 o ninguno;0
31.99;Alto;5 o más;Universitario;2 o más;0
28.92;Alto;5 o más;Bachillerato;2 o más;0
22.49;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
24.76;Medio;Menos de 5;Bachillerato;1 o ninguno;0
50.42;Medio;Menos de 5;Universitario;1 o ninguno;0
35.91;Medio;5 o más;Bachillerato;2 o más;0
49.92;Medio;Menos de 5;Universitario;1 o ninguno;0
44.99;Alto;5 o más;Bachillerato;2 o más;0
27.47;Alto;5 o más;Bachillerato;2 o más;0
28.09;Alto;Menos de 5;Bachillerato;1 o ninguno;0
24.96;Alto;5 o más;Bachillerato;2 o más;0
48.49;Alto;5 o más;Universitario;2 o más;0
43.22;Alto;5 o más;Bachillerato;2 o más;0
38.81;Medio;Menos de 5;Bachillerato;1 o ninguno;0
35.93;Alto;5 o más;Universitario;2 o más;0
40.81;Alto;5 o más;Universitario;2 o más;0
37.02;Alto;Menos de 5;Universitario;1 o ninguno;0
41.5;Alto;Menos de 5;Bachillerato;1 o ninguno;0
35.47;Medio;5 o más;Bachillerato;1 o ninguno;0
34.82;Medio;Menos de 5;Bachillerato;1 o ninguno;0
25.1;Medio;5 o más;Universitario;2 o más;0
44.84;Alto;5 o más;Universitario;2 o más;0
24.73;Alto;5 o más;Universitario;2 o más;0
45.41;Alto;Menos de 5;Bachillerato;1 o ninguno;0
38.74;Alto;5 o más;Universitario;2 o más;0
25.21;Medio;Menos de 5;Universitario;1 o ninguno;0
33.58;Alto;Menos de 5;Bachillerato;2 o más;0
43.26;Medio;5 o más;Bachillerato;2 o más;0
27.31;Alto;5 o más;Universitario;2 o más;0
47.96;Medio;5 o más;Universitario;2 o más;0
38.42;Alto;5 o más;Universitario;2 o más;0
30.61;Alto;Menos de 5;Universitario;1 o ninguno;0
43.92;Medio;5 o más;Bachillerato;2 o más;0
44.44;Medio;5 o más;Bachillerato;2 o más;0
38.37;Medio;Menos de 5;Bachillerato;1 o ninguno;0
46.48;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
38.43;Alto;Menos de 5;Bachillerato;1 o ninguno;0
35.89;Medio;5 o más;Bachillerato;2 o más;0
28.17;Medio;Menos de 5;Universitario;1 o ninguno;0
20.85;Medio;5 o más;Bachillerato;2 o más;0
34.56;Alto;5 o más;Universitario;2 o más;0
41.7;Bajo;5 o más;Bachillerato;1 o ninguno;0
41.26;Medio;5 o más;Bachillerato;2 o más;0
47.73;Medio;5 o más;Bachillerato;1 o ninguno;0
38.31;Medio;5 o más;Bachillerato;2 o más;0
39.65;Alto;5 o más;Universitario;2 o más;0
39.86;Medio;5 o más;Universitario;1 o ninguno;0
50.04;Medio;Menos de 5;Bachillerato;1 o ninguno;0
32.1;Medio;5 o más;Bachillerato;1 o ninguno;0
22.8;Medio;Menos de 5;Bachillerato;2 o más;0
42;Alto;5 o más;Bachillerato;2 o más;0
26.34;Medio;5 o más;Universitario;2 o más;0
47.55;Alto;5 o más;Bachillerato;1 o ninguno;0
40.81;Medio;5 o más;Universitario;2 o más;0
34.65;Medio;5 o más;Bachillerato;2 o más;0
43.26;Medio;Menos de 5;Bachillerato;1 o ninguno;0
29.7;Medio;Menos de 5;Bachillerato;1 o ninguno;0
22.32;Alto;5 o más;Universitario;2 o más;0
29.77;Alto;5 o más;Universitario;2 o más;0
43.87;Bajo;5 o más;Bachillerato;2 o más;0
39.24;Medio;Menos de 5;Bachillerato;1 o ninguno;0
28.65;Medio;5 o más;Universitario;2 o más;0
50.67;Medio;5 o más;Universitario;2 o más;0
37.67;Alto;Menos de 5;Bachillerato;1 o ninguno;0
42.43;Alto;Menos de 5;Bachillerato;1 o ninguno;0
32.79;Alto;Menos de 5;Bachillerato;1 o ninguno;0
35.45;Alto;Menos de 5;Universitario;1 o ninguno;0
27;Bajo;Menos de 5;Universitario;1 o ninguno;0
32.97;Medio;Menos de 5;Bachillerato;1 o ninguno;0
31.9;Alto;Menos de 5;Bachillerato;1 o ninguno;0
45.84;Alto;5 o más;Bachillerato;2 o más;0
34.51;Medio;5 o más;Universitario;1 o ninguno;0
47.59;Alto;Menos de 5;Universitario;1 o ninguno;0
45.27;Medio;5 o más;Bachillerato;2 o más;0
26.16;Medio;Menos de 5;Bachillerato;1 o ninguno;0
27.47;Alto;Menos de 5;Bachillerato;1 o ninguno;0
28.4;Alto;5 o más;Universitario;2 o más;0
38.66;Medio;5 o más;Bachillerato;2 o más;0
30.24;Alto;5 o más;Universitario;2 o más;0
35.86;Alto;5 o más;Bachillerato;2 o más;0
49.79;Alto;5 o más;Universitario;2 o más;0
38.38;Medio;Menos de 5;Universitario;1 o ninguno;0
33.32;Alto;5 o más;Bachillerato;2 o más;0
46.62;Alto;5 o más;Bachillerato;2 o más;0
32.88;Alto;Menos de 5;Bachillerato;1 o ninguno;0
47.39;Alto;5 o más;Bachillerato;2 o más;0
22.78;Bajo;5 o más;Bachillerato;2 o más;0
32.14;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
35.01;Medio;5 o más;Universitario;2 o más;0
46.67;Bajo;Menos de 5;Universitario;1 o ninguno;0
25.61;Alto;5 o más;Bachillerato;2 o más;0
31.17;Medio;5 o más;Bachillerato;2 o más;0
28.5;Medio;5 o más;Universitario;1 o ninguno;0
34.3;Medio;Menos de 5;Bachillerato;1 o ninguno;0
48.05;Medio;5 o más;Bachillerato;2 o más;0
33.33;Alto;5 o más;Bachillerato;2 o más;0
27.92;Medio;5 o más;Universitario;2 o más;0
33.2;Medio;5 o más;Bachillerato;2 o más;0
40.41;Medio;Menos de 5;Bachillerato;1 o ninguno;0
27.78;Alto;Menos de 5;Universitario;1 o ninguno;0
33.11;Medio;Menos de 5;Universitario;2 o más;0
55.93;Alto;Menos de 5;Universitario;2 o más;0
27.92;Medio;5 o más;Universitario;2 o más;0
49.68;Medio;5 o más;Bachillerato;2 o más;0
27.96;Medio;5 o más;Universitario;2 o más;0
21.75;Alto;5 o más;Universitario;2 o más;0
21.98;Alto;5 o más;Bachillerato;2 o más;0
26.83;Alto;Menos de 5;Universitario;1 o ninguno;0
34.75;Medio;Menos de 5;Universitario;1 o ninguno;0
33.13;Medio;5 o más;Universitario;2 o más;0
30.9;Alto;5 o más;Bachillerato;2 o más;0
46.14;Alto;Menos de 5;Universitario;1 o ninguno;0
31.28;Medio;5 o más;Bachillerato;2 o más;0
42.99;Alto;5 o más;Bachillerato;2 o más;0
37.02;Alto;Menos de 5;Bachillerato;1 o ninguno;0
27.27;Medio;5 o más;Bachillerato;1 o ninguno;0
22.42;Bajo;Menos de 5;Universitario;1 o ninguno;0
50.38;Alto;5 o más;Universitario;2 o más;0
28.69;Medio;5 o más;Universitario;2 o más;0
21.79;Alto;Menos de 5;Universitario;1 o ninguno;0
39;Medio;5 o más;Bachillerato;2 o más;0
21.19;Medio;5 o más;Bachillerato;2 o más;0
25.53;Alto;5 o más;Universitario;1 o ninguno;0
33.18;Alto;5 o más;Bachillerato;2 o más;0
46.36;Medio;Menos de 5;Bachillerato;1 o ninguno;0
53.7;Medio;5 o más;Bachillerato;2 o más;0
29.62;Medio;5 o más;Universitario;2 o más;0
41.65;Alto;5 o más;Universitario;2 o más;0
30.89;Medio;Menos de 5;Universitario;1 o ninguno;0
39.27;Medio;5 o más;Universitario;2 o más;0
20.33;Alto;5 o más;Bachillerato;2 o más;0
59.78;Alto;5 o más;Bachillerato;2 o más;0
29;Alto;Menos de 5;Universitario;1 o ninguno;0
33.7;Alto;5 o más;Universitario;2 o más;0
21.9;Medio;5 o más;Bachillerato;2 o más;0
53.37;Alto;Menos de 5;Universitario;1 o ninguno;0
49.47;Alto;Menos de 5;Bachillerato;1 o ninguno;0
41.87;Medio;Menos de 5;Bachillerato;1 o ninguno;0
35.86;Medio;Menos de 5;Bachillerato;1 o ninguno;0
33.27;Medio;Menos de 5;Bachillerato;1 o ninguno;0
26.12;Medio;5 o más;Universitario;2 o más;0
20.72;Medio;5 o más;Universitario;2 o más;0
45.77;Medio;5 o más;Universitario;2 o más;0
53.75;;;Universitario;2 o más;0
43.55;;;Bachillerato;1 o ninguno;0
32.07;;;Bachillerato;2 o más;0
33.76;;;Universitario;2 o más;0
26.89;;;Universitario;1 o ninguno;0
39.26;;;Bachillerato;1 o ninguno;0
57.39;;;Bachillerato;2 o más;0
29.03;;;Bachillerato;2 o más;0
;Medio;Menos de 5;Bachillerato;1 o ninguno;0
;Alto;5 o más;Universitario;1 o ninguno;0
;Bajo;5 o más;Universitario;2 o más;0
;Medio;5 o más;Universitario;1 o ninguno;0
;Medio;5 o más;Bachillerato;2 o más;0
;Alto;5 o más;Bachillerato;2 o más;0
;Medio;5 o más;Bachillerato;1 o ninguno;0
;Alto;Menos de 5;Universitario;1 o ninguno;0
;Medio;5 o más;Bachillerato;2 o más;0
;Alto;Menos de 5;Bachillerato;1 o ninguno;0
;Alto;Menos de 5;Universitario;1 o ninguno;0
;Medio;5 o más;Bachillerato;2 o más;0
;Medio;5 o más;Universitario;2 o más;0
;Medio;5 o más;Universitario;2 o más;0
;Medio;Menos de 5;Universitario;1 o ninguno;0
