Estado_civil;Residencia;Profesión;Casa;Genero;Edad;Ingresos;Tarjetas_credito;Educacion;Creditos_coche;Pago
2;1;2;3;1;21.01;Bajo;5 o más;Bachillerato;2 o más;1
2;5;5;1;1;32.16;Bajo;5 o más;Universitario;2 o más;1
5;2;2;1;1;29.44;Medio;5 o más;Universitario;2 o más;1
2;4;1;2;2;29.53;Alto;5 o más;Universitario;2 o más;1
3;1;1;1;1;20.12;Medio;5 o más;Bachillerato;2 o más;1
3;2;1;1;2;41.63;Bajo;5 o más;Universitario;2 o más;1
1;2;5;2;1;34.84;Bajo;5 o más;Bachillerato;2 o más;1
2;2;1;2;1;39.27;Medio;5 o más;Bachillerato;2 o más;1
3;2;3;2;1;37.61;Bajo;5 o más;Universitario;2 o más;1
1;2;1;1;2;24.77;Medio;5 o más;Bachillerato;2 o más;1
2;4;5;3;2;25.86;Bajo;5 o más;Bachillerato;2 o más;1
1;1;2;1;1;24.91;Medio;Menos de 5;Bachillerato;1 o ninguno;1
2;1;4;2;2;21.84;Medio;5 o más;Bachillerato;2 o más;1
1;5;2;3;1;35.9;Medio;5 o más;Universitario;2 o más;1
5;1;5;1;1;34.17;Bajo;5 o más;Universitario;2 o más;1
5;3;3;2;2;25.81;Medio;5 o más;Universitario;2 o más;1
1;4;4;3;2;20.03;Medio;5 o más;Universitario;2 o más;1
4;1;3;1;1;40.1;Bajo;5 o más;Bachillerato;2 o más;1
1;2;1;1;2;26.39;Medio;5 o más;Bachillerato;2 o más;1
2;4;1;3;1;23.95;Bajo;5 o más;Bachillerato;1 o ninguno;1
2;2;1;1;1;39.81;Bajo;5 o más;Universitario;2 o más;1
5;2;3;3;1;41.3;Bajo;5 o más;Universitario;2 o más;1
2;3;1;2;2;27.56;Medio;5 o más;Bachillerato;2 o más;1
2;1;5;1;1;20;Medio;5 o más;Universitario;1 o ninguno;1
3;5;4;2;1;22.96;Bajo;5 o más;Universitario;2 o más;1
2;2;4;2;2;24.83;Medio;5 o más;Bachillerato;2 o más;1
2;3;2;3;2;26.72;Medio;5 o más;Bachillerato;2 o más;1
2;4;5;1;2;22.17;Bajo;5 o más;Bachillerato;2 o más;1
2;4;2;1;1;20.27;Medio;5 o más;Bachillerato;2 o más;1
3;3;2;3;2;45.04;Medio;5 o más;Universitario;2 o más;1
2;2;1;2;2;38.97;Medio;5 o más;Universitario;2 o más;1
1;4;3;2;1;33.88;Bajo;Menos de 5;Universitario;1 o ninguno;1
5;1;2;2;1;29.3;Alto;5 o más;Bachillerato;1 o ninguno;1
2;5;5;3;1;20.88;Bajo;5 o más;Universitario;2 o más;1
5;2;2;2;1;34.09;Medio;5 o más;Universitario;1 o ninguno;1
1;2;5;3;2;25.68;Bajo;5 o más;Universitario;2 o más;1
4;2;1;2;1;33.74;Medio;Menos de 5;Universitario;1 o ninguno;1
1;3;3;2;1;37.54;Medio;5 o más;Universitario;2 o más;1
5;2;4;2;2;36.29;Medio;5 o más;Bachillerato;2 o más;1
5;4;3;3;2;22.09;Medio;5 o más;Bachillerato;2 o más;1
2;4;3;3;2;22.01;Bajo;5 o más;Universitario;2 o más;1
2;2;1;1;1;35;Bajo;5 o más;Universitario;2 o más;1
4;5;5;1;1;22.14;Bajo;5 o más;Universitario;2 o más;1
3;4;3;2;2;38.89;Medio;5 o más;Universitario;2 o más;1
1;5;2;1;1;20.94;Bajo;Menos de 5;Universitario;1 o ninguno;1
5;5;5;3;1;25.98;Medio;5 o más;Bachillerato;2 o más;1
2;1;5;3;2;30.27;Bajo;5 o más;Universitario;2 o más;1
4;1;5;2;1;34.54;Bajo;5 o más;Bachillerato;2 o más;1
2;5;5;2;2;32.54;Medio;5 o más;Universitario;1 o ninguno;1
4;4;3;1;1;26.78;Medio;5 o más;Bachillerato;1 o ninguno;1
3;2;4;2;2;31.07;Bajo;5 o más;Bachillerato;1 o ninguno;1
1;4;2;1;1;25.38;Bajo;5 o más;Bachillerato;2 o más;1
3;4;4;1;1;27.61;Alto;5 o más;Bachillerato;2 o más;1
4;1;1;3;2;23.86;Bajo;5 o más;Bachillerato;2 o más;1
3;2;3;3;1;21.42;Medio;5 o más;Bachillerato;2 o más;1
2;1;4;3;2;34.98;Medio;5 o más;Universitario;2 o más;1
1;2;3;3;1;31.74;Bajo;5 o más;Universitario;2 o más;1
5;4;5;1;1;31.06;Bajo;5 o más;Bachillerato;2 o más;1
1;5;5;1;2;24.95;Medio;Menos de 5;Universitario;1 o ninguno;1
2;2;2;1;2;37.86;Medio;5 o más;Bachillerato;2 o más;1
5;1;1;3;1;22.18;Alto;5 o más;Universitario;1 o ninguno;1
1;2;4;3;1;24.25;Bajo;5 o más;Universitario;2 o más;1
2;5;4;2;2;24.17;Medio;5 o más;Bachillerato;1 o ninguno;1
1;5;3;1;2;44.11;Bajo;5 o más;Bachillerato;2 o más;1
5;3;4;3;1;41.43;Bajo;5 o más;Bachillerato;2 o más;1
4;2;3;1;1;24.86;Bajo;5 o más;Universitario;2 o más;1
1;3;4;1;1;22.71;Medio;5 o más;Universitario;2 o más;1
4;3;2;3;1;23.34;Alto;5 o más;Bachillerato;2 o más;1
1;4;4;2;1;24.02;Alto;5 o más;Universitario;2 o más;1
2;5;2;1;1;47.97;Bajo;5 o más;Bachillerato;2 o más;1
4;3;2;1;2;20.31;Medio;5 o más;Bachillerato;2 o más;1
5;1;2;2;1;46.56;Bajo;5 o más;Bachillerato;2 o más;1
2;5;4;3;1;25.95;Bajo;5 o más;Bachillerato;2 o más;1
3;1;4;1;1;32.27;Bajo;5 o más;Universitario;2 o más;1
3;1;5;1;2;23.86;Bajo;5 o más;Universitario;2 o más;1
5;4;4;3;1;26.58;Alto;5 o más;Bachillerato;1 o ninguno;1
1;1;3;1;1;33.83;Medio;5 o más;Bachillerato;2 o más;1
5;1;3;1;1;29.48;Bajo;5 o más;Bachillerato;1 o ninguno;1
5;4;2;3;2;24.92;Medio;5 o más;Universitario;2 o más;1
3;2;4;2;2;27.18;Medio;Menos de 5;Bachillerato;1 o ninguno;1
5;2;5;2;1;27.79;Alto;5 o más;Universitario;2 o más;1
1;5;2;1;1;26.97;Alto;5 o más;Universitario;2 o más;1
5;1;5;3;1;28.98;Bajo;5 o más;Bachillerato;2 o más;1
1;4;2;2;2;22.73;Medio;5 o más;Universitario;2 o más;1
4;2;5;1;2;21.85;Medio;5 o más;Universitario;2 o más;1
3;5;4;3;2;30.8;Medio;5 o más;Universitario;2 o más;1
2;5;4;1;2;21.34;Bajo;5 o más;Universitario;2 o más;1
1;1;2;3;2;23.98;Bajo;5 o más;Bachillerato;2 o más;1
5;4;4;3;1;20.97;Medio;5 o más;Bachillerato;2 o más;1
5;1;2;2;2;22.73;Medio;Menos de 5;Bachillerato;1 o ninguno;1
1;2;3;3;1;26.96;Alto;5 o más;Universitario;2 o más;1
2;4;2;3;1;29.42;Bajo;5 o más;Bachillerato;2 o más;1
4;3;2;3;2;38.15;Medio;5 o más;Bachillerato;2 o más;1
3;1;2;1;1;30.38;Medio;5 o más;Bachillerato;2 o más;1
2;3;4;2;2;24.59;Medio;5 o más;Universitario;2 o más;1
3;2;5;2;2;23.25;Medio;5 o más;Universitario;2 o más;1
2;3;2;2;2;26.72;Bajo;5 o más;Bachillerato;1 o ninguno;1
2;3;3;2;1;28.76;Bajo;5 o más;Universitario;2 o más;1
4;4;4;3;2;28.67;Medio;Menos de 5;Universitario;1 o ninguno;1
5;5;1;1;1;24.54;Bajo;5 o más;Universitario;2 o más;1
1;4;4;3;2;35.47;Alto;5 o más;Universitario;2 o más;1
3;4;3;3;1;22.39;Bajo;5 o más;Bachillerato;2 o más;1
4;2;5;2;2;27.89;Bajo;5 o más;Universitario;2 o más;1
1;3;5;2;2;31.89;Bajo;5 o más;Universitario;2 o más;1
1;3;5;3;1;21.28;Medio;5 o más;Bachillerato;2 o más;1
3;5;3;3;2;40.64;Alto;5 o más;Bachillerato;2 o más;1
5;4;4;1;2;31.62;Bajo;5 o más;Bachillerato;2 o más;1
2;5;2;1;2;29.25;Medio;5 o más;Bachillerato;2 o más;1
1;3;1;2;1;27.63;Alto;5 o más;Bachillerato;2 o más;1
2;4;3;3;1;37.19;Medio;5 o más;Bachillerato;2 o más;1
1;4;4;2;2;24.56;Medio;Menos de 5;Bachillerato;1 o ninguno;1
2;3;4;3;2;24.88;Bajo;5 o más;Bachillerato;2 o más;1
5;1;2;3;2;22.75;Alto;5 o más;Universitario;2 o más;1
3;3;3;3;2;24.56;Medio;5 o más;Universitario;2 o más;1
1;3;3;2;2;32.31;Bajo;5 o más;Universitario;2 o más;1
2;1;4;3;1;22.06;Medio;5 o más;Universitario;2 o más;1
3;1;2;3;2;26.68;Bajo;5 o más;Bachillerato;2 o más;1
1;2;5;2;1;27.51;Medio;5 o más;Bachillerato;2 o más;1
5;4;1;3;1;43.87;Medio;5 o más;Universitario;2 o más;1
5;1;2;3;1;22.61;Medio;5 o más;Universitario;2 o más;1
1;1;4;3;2;36.36;Medio;5 o más;Bachillerato;2 o más;1
1;3;4;3;2;25.69;Bajo;5 o más;Bachillerato;2 o más;1
1;2;4;2;1;36.36;Bajo;Menos de 5;Universitario;1 o ninguno;1
5;5;4;2;1;35.69;Alto;5 o más;Universitario;2 o más;1
4;4;3;2;2;36.77;Medio;5 o más;Universitario;2 o más;1
1;3;5;2;1;24.47;Bajo;5 o más;Bachillerato;2 o más;1
4;4;4;2;2;46.76;Medio;5 o más;Universitario;2 o más;1
2;5;2;2;2;22.91;Bajo;5 o más;Universitario;2 o más;1
1;1;2;2;1;23.26;Bajo;5 o más;Universitario;2 o más;1
4;4;4;2;2;28.46;Bajo;5 o más;Bachillerato;1 o ninguno;1
5;2;3;1;1;24.83;Bajo;5 o más;Universitario;2 o más;1
3;1;5;2;1;25.57;Medio;5 o más;Universitario;2 o más;1
1;5;1;1;2;20.02;Medio;5 o más;Universitario;2 o más;1
5;1;3;2;2;30.76;Medio;5 o más;Universitario;2 o más;1
3;4;1;2;1;33.1;Bajo;5 o más;Bachillerato;2 o más;1
5;4;4;3;1;22.63;Bajo;5 o más;Bachillerato;2 o más;1
3;2;2;1;1;21.15;Bajo;5 o más;Bachillerato;2 o más;1
4;5;5;3;1;23.5;Bajo;Menos de 5;Bachillerato;1 o ninguno;1
5;5;1;2;1;23.97;Alto;5 o más;Universitario;2 o más;1
4;5;4;3;1;20.79;Bajo;5 o más;Universitario;2 o más;1
1;2;1;2;2;28.93;Alto;5 o más;Universitario;2 o más;1
3;3;1;1;1;20.52;Bajo;5 o más;Universitario;2 o más;1
1;2;3;1;2;27.21;Medio;5 o más;Universitario;1 o ninguno;1
5;3;5;2;2;34.75;Bajo;5 o más;Universitario;2 o más;1
5;5;4;3;1;26.13;Medio;5 o más;Universitario;2 o más;1
5;1;5;3;1;24.61;Medio;5 o más;Bachillerato;2 o más;1
4;1;1;3;2;20.49;Bajo;5 o más;Universitario;2 o más;1
1;5;3;2;1;29.01;Bajo;5 o más;Bachillerato;2 o más;1
3;4;4;3;1;23.38;Medio;5 o más;Universitario;2 o más;1
1;2;1;1;2;28.85;Alto;5 o más;Bachillerato;2 o más;1
5;5;3;3;1;21.15;Bajo;5 o más;Universitario;2 o más;1
3;3;1;3;2;26.4;Alto;5 o más;Universitario;2 o más;1
3;3;5;2;2;24.89;Medio;5 o más;Universitario;2 o más;1
2;2;2;2;2;27.19;Medio;5 o más;Universitario;2 o más;1
4;2;4;3;2;30.92;Medio;5 o más;Bachillerato;2 o más;1
3;3;3;2;2;41.79;Bajo;5 o más;Bachillerato;2 o más;1
4;2;3;2;1;33.73;Medio;5 o más;Universitario;2 o más;1
3;2;2;2;2;39.26;Bajo;5 o más;Universitario;2 o más;1
5;5;2;1;2;38.45;Bajo;5 o más;Bachillerato;1 o ninguno;1
5;3;3;2;1;41.05;Medio;5 o más;Bachillerato;2 o más;1
5;4;3;3;1;22.72;Medio;5 o más;Universitario;2 o más;1
3;4;1;2;2;23.16;Medio;5 o más;Universitario;2 o más;1
2;3;5;1;1;22.84;Bajo;5 o más;Bachillerato;2 o más;1
1;1;4;1;1;30.57;Medio;5 o más;Universitario;2 o más;1
5;5;5;1;1;29.79;Bajo;5 o más;Bachillerato;2 o más;1
2;4;5;1;2;51.58;Bajo;5 o más;Universitario;2 o más;1
4;1;5;1;2;22.33;Medio;5 o más;Universitario;2 o más;1
3;5;4;1;2;37.85;Medio;5 o más;Universitario;2 o más;1
2;1;3;2;1;35.94;Medio;5 o más;Universitario;2 o más;1
3;1;4;1;1;33.4;Alto;5 o más;Universitario;2 o más;1
3;3;1;3;1;23.29;Medio;5 o más;Bachillerato;2 o más;1
4;3;5;1;1;42.43;Bajo;5 o más;Bachillerato;2 o más;1
1;1;5;2;1;30.69;Bajo;5 o más;Universitario;2 o más;1
2;1;5;2;1;29.56;Medio;5 o más;Bachillerato;2 o más;1
1;1;5;3;1;37.31;Bajo;Menos de 5;Bachillerato;1 o ninguno;1
2;2;1;3;2;28.27;Bajo;5 o más;Universitario;2 o más;1
2;5;2;1;1;30.66;Medio;5 o más;Universitario;2 o más;1
5;1;3;2;2;24.89;Bajo;5 o más;Universitario;2 o más;1
4;5;5;2;2;30.93;Alto;5 o más;Bachillerato;2 o más;1
3;2;2;1;2;26.3;Medio;5 o más;Universitario;2 o más;1
2;1;4;1;1;26.28;Bajo;5 o más;Bachillerato;2 o más;1
3;2;3;2;2;47.66;Bajo;5 o más;Bachillerato;2 o más;1
3;1;3;3;2;42.85;Bajo;5 o más;Bachillerato;2 o más;1
1;5;3;2;1;22.73;Bajo;5 o más;Universitario;2 o más;1
4;1;3;2;2;30.81;Bajo;5 o más;Bachillerato;2 o más;1
1;3;4;2;1;31.6;Alto;5 o más;Bachillerato;2 o más;1
4;2;2;1;1;27.4;Bajo;5 o más;Universitario;2 o más;1
4;4;5;3;2;31.85;Alto;5 o más;Bachillerato;1 o ninguno;1
2;5;2;2;1;31.37;Medio;5 o más;Bachillerato;2 o más;1
2;1;2;2;1;25.58;Medio;5 o más;Bachillerato;2 o más;1
3;2;3;2;2;25.65;Medio;5 o más;Bachillerato;2 o más;1
5;3;2;1;1;29.75;Bajo;Menos de 5;Bachillerato;1 o ninguno;1
3;2;5;2;1;20.37;Bajo;5 o más;Universitario;2 o más;1
2;1;5;1;2;25.63;Medio;5 o más;Universitario;1 o ninguno;1
2;3;3;2;1;34;Bajo;5 o más;Bachillerato;2 o más;1
3;1;4;3;2;26.71;Bajo;5 o más;Universitario;2 o más;1
1;4;1;1;1;32.91;Alto;5 o más;Universitario;1 o ninguno;1
5;3;3;3;2;36.28;Medio;5 o más;Bachillerato;2 o más;1
3;2;4;1;1;29.28;Medio;5 o más;Bachillerato;2 o más;1
3;4;3;1;1;34.26;Alto;Menos de 5;Universitario;1 o ninguno;1
5;5;2;1;1;27.49;Bajo;5 o más;Bachillerato;2 o más;1
3;4;2;3;2;23.65;Alto;Menos de 5;Bachillerato;2 o más;1
4;5;5;3;2;20.31;Bajo;5 o más;Bachillerato;2 o más;1
3;3;2;3;2;26.43;Bajo;5 o más;Universitario;2 o más;1
2;3;1;3;1;40.62;Bajo;Menos de 5;Universitario;1 o ninguno;1
4;2;1;1;2;20.91;Medio;5 o más;Universitario;2 o más;1
1;5;4;1;1;30.03;Alto;5 o más;Universitario;2 o más;1
1;4;3;2;1;21.95;Medio;5 o más;Universitario;2 o más;1
3;4;5;1;2;22.57;Alto;5 o más;Bachillerato;2 o más;1
1;4;4;3;1;30.23;Medio;5 o más;Universitario;2 o más;1
3;4;4;1;2;22.4;Bajo;5 o más;Universitario;2 o más;1
4;4;2;1;1;31.41;Bajo;5 o más;Bachillerato;2 o más;1
3;4;3;3;2;34.42;Bajo;5 o más;Universitario;2 o más;1
2;2;4;3;1;41.31;Medio;5 o más;Bachillerato;2 o más;1
1;5;1;1;2;27.63;Bajo;5 o más;Universitario;2 o más;1
5;5;4;2;1;31.35;Alto;Menos de 5;Bachillerato;1 o ninguno;1
3;5;5;1;1;48.86;Bajo;5 o más;Bachillerato;2 o más;1
2;2;3;2;2;34.23;Bajo;5 o más;Bachillerato;2 o más;1
2;4;5;2;1;42.08;Medio;5 o más;Bachillerato;2 o más;1
3;3;3;3;1;40.53;Alto;5 o más;Universitario;2 o más;1
4;4;2;3;2;27.63;Medio;5 o más;Bachillerato;2 o más;1
3;3;3;3;2;21.38;Medio;5 o más;Universitario;2 o más;1
2;4;2;3;2;35.41;Medio;5 o más;Bachillerato;2 o más;1
1;3;2;3;1;42.81;Medio;5 o más;Bachillerato;2 o más;1
3;5;2;1;2;21.74;Bajo;5 o más;Bachillerato;1 o ninguno;1
2;5;1;1;2;41.06;Bajo;5 o más;Universitario;2 o más;1
2;3;1;1;2;22.85;Medio;5 o más;Universitario;2 o más;1
2;5;3;3;1;33.48;Alto;5 o más;Bachillerato;2 o más;1
1;5;5;3;1;54.8;Alto;5 o más;Bachillerato;2 o más;1
4;2;2;3;2;24.07;Alto;5 o más;Bachillerato;2 o más;1
3;2;1;1;1;25.78;Medio;5 o más;Bachillerato;2 o más;1
4;1;4;3;2;47.26;Bajo;5 o más;Bachillerato;2 o más;1
3;3;1;1;1;32.08;Bajo;5 o más;Universitario;2 o más;1
3;5;1;3;1;21.5;Medio;5 o más;Bachillerato;1 o ninguno;1
2;1;4;1;1;23.83;Bajo;Menos de 5;Universitario;1 o ninguno;1
3;5;1;3;2;39.53;Medio;5 o más;Universitario;2 o más;1
2;4;4;2;2;29.73;Alto;Menos de 5;Bachillerato;1 o ninguno;1
2;1;2;2;2;28.42;Bajo;Menos de 5;Bachillerato;1 o ninguno;1
2;5;4;3;1;41.1;Alto;5 o más;Universitario;1 o ninguno;1
5;4;5;2;1;28.43;Medio;5 o más;Bachillerato;2 o más;1
1;3;5;2;2;25.23;Bajo;5 o más;Bachillerato;2 o más;1
1;2;5;1;2;30.82;Medio;5 o más;Bachillerato;2 o más;1
4;4;5;3;2;29.17;Medio;5 o más;Bachillerato;1 o ninguno;1
1;5;5;1;2;29.99;Alto;5 o más;Universitario;2 o más;1
4;2;2;2;1;27.84;Bajo;5 o más;Universitario;2 o más;1
5;3;2;3;1;20.96;Medio;5 o más;Bachillerato;2 o más;1
4;3;5;2;2;30.23;Medio;Menos de 5;Universitario;1 o ninguno;1
4;4;1;1;2;41.32;Medio;5 o más;Bachillerato;2 o más;1
4;1;3;3;2;23.04;Bajo;5 o más;Universitario;2 o más;1
5;3;1;3;1;27.03;Medio;5 o más;Universitario;2 o más;1
1;3;5;3;1;38.36;Bajo;5 o más;Bachillerato;2 o más;1
2;5;1;3;2;49.62;Bajo;5 o más;Bachillerato;2 o más;1
5;2;4;3;2;30.34;Medio;5 o más;Bachillerato;2 o más;1
3;2;1;1;2;27.93;Medio;5 o más;Bachillerato;2 o más;1
3;2;3;2;2;21.66;Bajo;5 o más;Bachillerato;2 o más;1
2;2;1;3;2;24.34;Bajo;5 o más;Universitario;2 o más;1
4;3;2;3;2;23.73;Bajo;5 o más;Bachillerato;2 o más;1
3;5;1;1;1;20.45;Medio;5 o más;Bachillerato;2 o más;1
5;5;3;3;2;29.27;Bajo;5 o más;Bachillerato;2 o más;1
4;3;1;3;1;23.38;Medio;5 o más;Bachillerato;2 o más;1
3;4;1;1;2;27.32;Bajo;5 o más;Universitario;2 o más;1
4;2;3;3;2;20.75;Medio;5 o más;Bachillerato;2 o más;1
5;1;4;1;2;20.82;Bajo;Menos de 5;Bachillerato;2 o más;1
4;1;4;3;2;29.62;Bajo;5 o más;Bachillerato;2 o más;1
4;5;5;3;1;21.86;Bajo;5 o más;Universitario;2 o más;1
4;2;5;1;2;45.51;Medio;5 o más;Bachillerato;2 o más;1
4;2;3;2;2;26.94;Medio;5 o más;Universitario;1 o ninguno;1
3;4;4;1;1;22.26;Medio;5 o más;Universitario;2 o más;1
4;1;1;3;2;20.76;Medio;Menos de 5;Bachillerato;1 o ninguno;1
3;3;3;2;2;39.16;Medio;5 o más;Universitario;2 o más;1
2;3;2;2;1;33.42;Bajo;5 o más;Bachillerato;2 o más;1
2;5;2;3;1;23.02;Medio;5 o más;Bachillerato;2 o más;1
1;3;3;1;2;56.91;Alto;Menos de 5;Universitario;1 o ninguno;0
2;1;4;3;2;50.53;Medio;5 o más;Universitario;2 o más;0
5;4;4;1;1;27.02;Alto;Menos de 5;Universitario;1 o ninguno;0
2;5;1;3;2;28.1;Bajo;Menos de 5;Universitario;1 o ninguno;0
3;2;5;3;2;29.53;Alto;Menos de 5;Universitario;2 o más;0
1;3;2;1;1;28.02;Alto;5 o más;Universitario;2 o más;0
3;4;2;2;2;42.44;Alto;5 o más;Universitario;1 o ninguno;0
3;4;2;1;2;35.03;Medio;5 o más;Universitario;1 o ninguno;0
3;2;1;1;2;23.94;Medio;Menos de 5;Universitario;1 o ninguno;0
4;4;3;3;2;35.74;Alto;Menos de 5;Universitario;1 o ninguno;0
5;4;2;3;2;29.93;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;2;1;1;1;41.23;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;1;5;2;1;41.93;Medio;5 o más;Bachillerato;2 o más;0
2;4;4;1;1;43.54;Medio;5 o más;Bachillerato;2 o más;0
1;5;2;2;2;42.29;Alto;5 o más;Bachillerato;2 o más;0
1;5;2;1;1;39.11;Alto;5 o más;Bachillerato;1 o ninguno;0
4;2;4;1;2;54.14;Alto;5 o más;Bachillerato;2 o más;0
5;4;5;3;1;37.36;Medio;Menos de 5;Universitario;1 o ninguno;0
2;2;1;1;1;40.18;Bajo;5 o más;Universitario;2 o más;0
1;2;4;3;2;32.71;Medio;Menos de 5;Universitario;1 o ninguno;0
5;3;2;2;2;30.89;Medio;5 o más;Universitario;2 o más;0
4;4;2;1;2;34.04;Medio;5 o más;Universitario;2 o más;0
1;1;2;3;2;38.33;Alto;5 o más;Bachillerato;1 o ninguno;0
4;2;5;3;2;48.15;Alto;5 o más;Bachillerato;2 o más;0
2;5;3;3;1;44.44;Medio;5 o más;Bachillerato;2 o más;0
3;2;5;2;1;38.8;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;1;4;2;1;38.6;Medio;5 o más;Universitario;2 o más;0
3;2;1;1;1;34.18;Medio;Menos de 5;Universitario;1 o ninguno;0
3;2;5;1;2;35.9;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;2;5;3;1;32.47;Medio;Menos de 5;Universitario;1 o ninguno;0
3;3;5;2;2;29.45;Medio;5 o más;Bachillerato;2 o más;0
2;3;5;1;1;38.44;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;5;1;2;2;33.56;Alto;5 o más;Universitario;2 o más;0
1;2;2;1;1;27.27;Medio;5 o más;Universitario;2 o más;0
2;3;3;2;2;22.05;Alto;Menos de 5;Universitario;1 o ninguno;0
3;5;5;2;1;43.09;Medio;Menos de 5;Bachillerato;1 o ninguno;0
1;3;1;3;1;40;Bajo;5 o más;Bachillerato;2 o más;0
1;4;4;2;1;21.31;Medio;5 o más;Bachillerato;1 o ninguno;0
2;5;2;2;1;37.82;Medio;5 o más;Bachillerato;2 o más;0
4;2;5;3;2;43.16;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;2;3;3;1;35.62;Medio;5 o más;Universitario;2 o más;0
4;2;1;3;1;39.86;Alto;5 o más;Universitario;2 o más;0
4;4;1;3;2;38.36;Medio;5 o más;Universitario;2 o más;0
4;4;2;1;1;30.25;Alto;Menos de 5;Bachillerato;2 o más;0
4;4;3;2;1;34.28;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;4;5;3;2;32.11;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;3;1;2;1;47.19;Medio;Menos de 5;Universitario;1 o ninguno;0
4;1;2;2;2;36.08;Alto;Menos de 5;Universitario;1 o ninguno;0
3;2;4;2;1;26.83;Alto;Menos de 5;Universitario;1 o ninguno;0
1;5;1;3;2;29.62;Alto;5 o más;Universitario;2 o más;0
2;1;1;2;2;28.06;Alto;Menos de 5;Bachillerato;2 o más;0
1;3;5;1;1;29.15;Alto;5 o más;Universitario;2 o más;0
2;5;3;1;1;42.21;Medio;Menos de 5;Universitario;1 o ninguno;0
2;3;5;1;1;51.96;Medio;Menos de 5;Bachillerato;2 o más;0
4;3;1;1;2;34.4;Medio;Menos de 5;Universitario;1 o ninguno;0
1;2;1;1;1;43.41;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;5;1;2;1;30.44;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;3;2;1;2;37.86;Medio;5 o más;Universitario;2 o más;0
4;5;5;3;2;27.77;Medio;Menos de 5;Universitario;1 o ninguno;0
5;5;4;2;1;47.18;Medio;Menos de 5;Universitario;1 o ninguno;0
3;5;1;2;1;40.3;Alto;5 o más;Bachillerato;2 o más;0
2;1;2;2;2;58.42;Medio;5 o más;Universitario;1 o ninguno;0
1;3;2;3;2;24.82;Alto;5 o más;Bachillerato;2 o más;0
4;1;5;1;2;37.3;Medio;5 o más;Universitario;2 o más;0
5;5;2;1;1;39.68;Alto;5 o más;Universitario;1 o ninguno;0
1;5;2;1;1;40.07;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;2;4;1;2;43;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;5;5;1;2;44.75;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;3;3;1;2;21.4;Alto;5 o más;Universitario;2 o más;0
3;1;2;3;1;41.43;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;4;4;1;2;48.19;Bajo;5 o más;Universitario;1 o ninguno;0
3;4;2;1;2;46.52;Medio;5 o más;Universitario;2 o más;0
3;1;5;1;1;33.3;Medio;5 o más;Universitario;2 o más;0
5;3;4;2;2;27.87;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;1;4;1;1;49.51;Medio;5 o más;Bachillerato;2 o más;0
3;2;2;2;2;35.87;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;2;1;1;1;41.96;Alto;5 o más;Bachillerato;2 o más;0
1;5;4;2;2;34.75;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;4;3;2;2;33.72;Alto;Menos de 5;Bachillerato;1 o ninguno;0
5;3;4;1;2;39.69;Alto;Menos de 5;Universitario;1 o ninguno;0
4;4;4;2;2;42.35;Alto;5 o más;Bachillerato;2 o más;0
1;1;5;1;1;32.7;Alto;5 o más;Universitario;2 o más;0
3;1;3;3;1;26.27;Alto;5 o más;Universitario;1 o ninguno;0
5;1;3;3;1;25.13;Alto;5 o más;Universitario;2 o más;0
2;4;1;1;2;29.54;Medio;5 o más;Universitario;2 o más;0
4;3;3;3;1;27.92;Alto;Menos de 5;Universitario;1 o ninguno;0
2;1;1;3;1;36.29;Alto;5 o más;Bachillerato;2 o más;0
3;4;4;3;1;44.2;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;1;1;2;2;34.53;Alto;5 o más;Bachillerato;2 o más;0
1;4;2;2;2;41.15;Alto;5 o más;Universitario;2 o más;0
1;3;3;2;2;36.75;Medio;5 o más;Universitario;2 o más;0
3;4;2;3;1;37.52;Alto;Menos de 5;Universitario;1 o ninguno;0
4;1;4;2;2;46.6;Medio;Menos de 5;Universitario;1 o ninguno;0
4;1;1;1;1;31.46;Bajo;5 o más;Universitario;2 o más;0
5;1;3;3;2;36.15;Bajo;Menos de 5;Bachillerato;2 o más;0
1;4;4;2;1;55.33;Medio;Menos de 5;Universitario;1 o ninguno;0
1;3;3;1;1;27.12;Medio;Menos de 5;Universitario;1 o ninguno;0
3;1;2;1;1;37.36;Alto;Menos de 5;Universitario;1 o ninguno;0
3;1;4;2;2;27.99;Alto;5 o más;Bachillerato;2 o más;0
2;2;5;1;1;42.18;Alto;5 o más;Bachillerato;2 o más;0
